OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"Thus shal mankynde drenche, and lese hir lyf.",Thus shal mankinde drenche° and lese° hir lif.”,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3521,,10,10,Thus shal mankynde drenche and lese hir lyf,Thus shal mankinde drenche and lese hir lif,u S uSu Sx u Sx u S,u S uSu Sx u Sx u S,thus@adv shulen@v1%pr_3 man-kinde@n drenchen@v%inf and@conj lesen@v4%inf here@pron%pl_gen lif@n,thus@adv shulen@v1%pr_3 man-kinde@n drenchen@v%inf and@conj lesen@v4%inf here@pron%pl_gen lif@n,green
"This carpenter answerde, """"Allas, my wyf!","¶This carpenter answerde, “Allas, my wif!",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3522,,10,10,This carpenter answerde Allas my wyf,This carpenter answerde Allas my wif,u SuS uSx uS u S,u SuS uSx uS u S,this@gram_adj carpenter@n answeren@v%pt_3 alas@interj min@pron%gen wif@n,this@gram_adj carpenter@n answeren@v%pt_3 alas@interj min@pron%gen wif@n,green
"And shal she drenche? Allas, myn Alisoun!",And shal she drenche? allas! min Alisoun!”,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3523,,10,10,And shal she drenche Allas myn Alisoun,And shal she drenche allas min Alisoun,u S u Sx uS u SuS,u S u Sx uS u SuS,and@conj shulen@v1%pr_3 she@pron%nom drenchen@v%inf alas@interj min@pron%gen alisoun@n1#propn,and@conj shulen@v1%pr_3 she@pron%nom drenchen@v%inf alas@interj min@pron%gen alisoun@n1#propn,green
For sorwe of this he fil almoost adoun,For sorwe of this he fil almost adoun,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3524,,10,10,For sorwe of this he fil almoost adoun,For sorwe of this he fil almost adoun,u Sx u S u S uS uS,u Sx u S u S uS uS,for@prep sorwe@n of@prep this@pron he@pron1%nom fallen@v%pt_3 al-most@adv adoun@adv,for@prep sorwe@n of@prep this@pron he@pron1%nom fallen@v%pt_3 al-most@adv adoun@adv,green
"And seyde, """"Is ther no remedie in this cas?","And seide, “Is ther no remedie in this cas?”",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3525,,10,10,And seyde Is ther no remedie in this cas,And seide Is ther no remedie in this cas,u Sx u S u Sxu S u S,u Sx u S u Sxu S u S,and@conj seien@v1%pt_3 ben@v%pr_3 ther@adv no@gram_adj remedie@n in@prep this@gram_adj cas@n,and@conj seien@v1%pt_3 ben@v%pr_3 ther@adv no@gram_adj remedie@n in@prep this@gram_adj cas@n,green
"Why, yis, for Gode,"""" quod hende Nicholas","¶“Why, yis, for Gode,” quod hende Nicholas",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3526,,10,10,Why yis for Gode quod hende Nicholas,Why yis for Gode quod hende Nicholas,u S u Sx u Su SuS,u S u Sx u Su SuS,whi@interj yis@adv for@prep god@n1#propn quethen@v%pt_3 hende@adj nicholas@n1#propn,whi@interj yis@adv for@prep god@n1#propn quethen@v%pt_3 hende@adj nicholas@n1#propn,green
If thou wolt werken after loore and reed.,“If thou wolt werken after lore and reed;°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3527,,10,10,If thou wolt werken after loore and reed,If thou wolt werken after lore and reed,u S u Su Su Sx u S,u S u Su Su Sx u S,if@conj thou@pron%nom willen@v%pr_2 werken@v%inf after@prep lore@n2 and@conj red@n1,if@conj thou@pron%nom willen@v%pr_2 werken@v%inf after@prep lore@n2 and@conj red@n1,green
Thou mayst nat werken after thyn owene heed;,Thou mayst nat werke after thin owne heed.°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3528,DIFF,10,10,Thou mayst nat werken after thyn owene heed,Thou mayst nat werke after thin owne heed,u S u Su Su S uxx S,u S u Sx uS u Su S,thou@pron%nom mouen@v3%pr_2 not@adv  after@prep thin@pron%gen ouen@adj hed@n1,thou@pron%nom mouen@v3%pr_2 not@adv  after@prep thin@pron%gen ouen@adj hed@n1,
"For thus seith Salomon, that was ful trewe:","For thus seith Salomon, that was ful trewe",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3529,,10,10,For thus seith Salomon that was ful trewe,For thus seith Salomon that was ful trewe,u S u SuS u S u Sx,u S u SuS u S u Sx,for@conj thus@adv seien@v1%pr_3 salomon@n#propn that@pron ben@v%pt_3 ful@adv treu@adj,for@conj thus@adv seien@v1%pr_3 salomon@n#propn that@pron ben@v%pt_3 ful@adv treu@adj,green
"`Werk al by conseil, and thou shalt nat rewe.'","‘Werk al by conseil,° and thou shalt nat rewe.’°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3530,,10,10,Werk al by conseil and thou shalt nat rewe,Werk al by conseil and thou shalt nat rewe,u S u Su S u S u Sx,u S u Su S u S u Sx,werken@v%imp al@gram_adjas_n bi@prep counseil@n and@conj thou@pron%nom shulen@v1%pr_2 not@adv reuen@v1%inf,werken@v%imp al@gram_adjas_n bi@prep counseil@n and@conj thou@pron%nom shulen@v1%pr_2 not@adv reuen@v1%inf,green
And if thou werken wolt by good conseil,And if thou werken wolt by good conseil,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3531,,10,10,And if thou werken wolt by good conseil,And if thou werken wolt by good conseil,u S u Su S u S uS,u S u Su S u S uS,and@conj if@conj thou@pron%nom werken@v%inf willen@v%pr_2 bi@prep god@adj counseil@n,and@conj if@conj thou@pron%nom werken@v%inf willen@v%pr_2 bi@prep god@adj counseil@n,green
"I undertake, withouten mast and seyl","I undertak, withouten mast and seil,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3532,,10,10,I undertake withouten mast and seyl,I undertak withouten mast and seil,u SuSx uSu S u S,u SuS uSu S u S,ich@pron%nom undertaken@v%pr_1 withouten@prep mast@n1 and@conj seile@n,ich@pron%nom undertaken@v%pr_1 withouten@prep mast@n1 and@conj seile@n,green
Yet shal I saven hire and thee and me.,Yet shal I saven hir and thee and me.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3533,,10,10,Yet shal I saven hire and thee and me,Yet shal I saven hir and thee and me,u S u Su Sx u S u S,u S u Su S u S u S,yet@adv shulen@v1%pr_1 ich@pron%nom saven@v%inf hire@pron2%fem_obj and@conj the@pron2%obj and@conj me@pron2%obj,yet@adv shulen@v1%pr_1 ich@pron%nom saven@v%inf hire@pron2%fem_obj and@conj the@pron2%obj and@conj me@pron2%obj,green
Hastow nat herd hou saved was Noe,Hastow nat herd how saved was Noë,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3534,,10,9,Hastow nat herd hou saved was Noe,Hastow nat herd how saved was No,uS u S u Su S uS,Su S u S uS u S,haven@v%pr_2_pron not@adv heren@v%ppl hou@adv&conj saven@v%ppl ben@v%pt_3 noe@n#propn,haven@v%pr_2_pron not@adv heren@v%ppl hou@adv&conj saven@v%ppl ben@v%pt_3 noe@n#propn,green
Whan that oure Lord hadde warned hym biforn,Whan that our lord had warned him biforn,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3535,,10,10,Whan that oure Lord hadde warned hym biforn,Whan that our lord had warned him biforn,u S ux S ux Su S uS,u S u S u Su S uS,whan@adv&conj that@part oure@pron%pl_gen lord@n haven@v%pt_3 warnen@v1%ppl him@pron%obj biforen@adv,whan@adv&conj that@part oure@pron%pl_gen lord@n haven@v%pt_3 warnen@v1%ppl him@pron%obj biforen@adv,green
That al the world with water sholde be lorn?,That al the world with water shold be lorn?”°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3536,,10,10,That al the world with water sholde be lorn,That al the world with water shold be lorn,u S u S u Su Sx u S,u S u S u Su S u S,that@conj al@gram_adj the@def_art world@n with@prep water@n shulen@v1%pt_3 ben@v%inf lesen@v4%ppl,that@conj al@gram_adj the@def_art world@n with@prep water@n shulen@v1%pt_3 ben@v%inf lesen@v4%ppl,green
"Yis,"""" quod this Carpenter, """"ful yoore ago.","¶“Yis,” quod this carpenter, “ful yore ago.”°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3537,,10,10,Yis quod this Carpenter ful yoore ago,Yis quod this carpenter ful yore ago,u S u SuS u Sx uS,u S u SuS u Sx uS,yis@adv quethen@v%pt_3 this@gram_adj carpenter@n ful@adv yor@adv agon@v%ppl_abs,yis@adv quethen@v%pt_3 this@gram_adj carpenter@n ful@adv yor@adv agon@v%ppl_abs,green
"Hastou nat herd,"""" quod Nicholas, """"also","¶“Hastow nat herd,” quod Nicholas, “also",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3538,,10,10,Hastou nat herd quod Nicholas also,Hastow nat herd quod Nicholas also,uS u S u SuS uS,uS u S u SuS uS,haven@v%pr_2_pron not@adv heren@v%ppl quethen@v%pt_3 nicholas@n1#propn also@adv,haven@v%pr_2_pron not@adv heren@v%ppl quethen@v%pt_3 nicholas@n1#propn also@adv,green
The sorwe of Noe with his felaweshipe,The sorwe° of Noë with his felawship,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3539,,0,10,The sorwe of Noe with his felaweshipe,The sorwe of No with his felawship,      ,u Su S u S u SuS,the@def_art sorwe@n of@prep noe@n#propn with@prep his@pron1%gen felaushipe@n,the@def_art sorwe@n of@prep noe@n#propn with@prep his@pron1%gen felaushipe@n,green
Er that he myghte gete his wyf to shipe?,Er that he mighte gete his wif to ship?,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3540,,10,10,Er that he myghte gete his wyf to shipe,Er that he mighte gete his wif to ship,u S u Su Sx u S u Sx,u S u Su Sx u S u S,er@conj1 that@part he@pron1%nom mouen@v3%pt_3 geten@v1%inf his@pron1%gen wif@n to@prep ship@n,er@conj1 that@part he@pron1%nom mouen@v3%pt_3 geten@v1%inf his@pron1%gen wif@n to@prep ship@n,green
"Hym hadde be levere, I dar wel undertake","Him had be lever,° I dar wel undertake,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3541,,10,10,Hym hadde be levere I dar wel undertake,Him had be lever I dar wel undertake,u Sx u Sxx u S u SuSx,u S u Sx u S u SuSx,him@pron%obj haven@v%pt_3 ben@v%ppl lef@adj%comp ich@pron%nom durren@v%pr_1 wel@adv undertaken@v%inf,him@pron%obj haven@v%pt_3 ben@v%ppl lef@adj%comp ich@pron%nom durren@v%pr_1 wel@adv undertaken@v%inf,green
"At thilke tyme, than alle his wetheres blake","At thilke° time, than alle hise wetheres° blake",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3542,,10,10,At thilke tyme than alle his wetheres blake,At thilke time than alle hise wetheres blake,u Sx ux S ux S uSu Sx,u Sx ux S ux Sx uSu Sx,at@prep thilke@gram_adj time@n than@conj al@gram_adj his@pron1%gen wether@n%pl blak@adj,at@prep thilke@gram_adj time@n than@conj al@gram_adj his@pron1%gen wether@n%pl blak@adj,green
That she hadde had a ship hirself allone.,That she hadde had a ship hirself allone.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3543,,10,10,That she hadde had a ship hirself allone,That she hadde had a ship hirself allone,u x Su S u S uS uSx,u x Su S u S uS uSx,that@conj she@pron%nom haven@v%pt_3 haven@v%ppl a@indef_art ship@n hire-self@pron al-one@adj,that@conj she@pron%nom haven@v%pt_3 haven@v%ppl a@indef_art ship@n hire-self@pron al-one@adj,green
"And therfore, woostou what is best to doone?","And therfore, wostou° what is best to done?",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3544,,10,10,And therfore woostou what is best to doone,And therfore wostou what is best to done,u Sux Su S u S u Sx,u Sux Su S u S u Sx,and@conj ther-fore@adv witen@v1%pr_2_pron what@pron ben@v%pr_3 best@adjas_n%sup to@part don@v1%inf,and@conj ther-fore@adv witen@v1%pr_2_pron what@pron ben@v%pr_3 best@adjas_n%sup to@part don@v1%inf,green
"This asketh haste, and of an hastif thyng","This asketh haste, and of an hastif thing",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3545,,10,10,This asketh haste and of an hastif thyng,This asketh haste and of an hastif thing,u Su Sx u S u Su S,u Su Sx u S u Su S,this@pron asken@v%pr_3 haste@n and@conj of@prep a@indef_art hastif@adj thing@n,this@pron asken@v%pr_3 haste@n and@conj of@prep a@indef_art hastif@adj thing@n,green
Men may nat preche or maken tariyng.,Men may nat preche or maken tarying.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3546,,10,10,Men may nat preche or maken tariyng,Men may nat preche or maken tarying,u S u Su S uS uS,u S u Sx u Su SuS,man@n%pl mouen@v3%pr_pl not@adv prechen@v%inf or@conj maken@v1%inf tariinge@ger1,man@n%pl mouen@v3%pr_pl not@adv prechen@v%inf or@conj maken@v1%inf tariinge@ger1,green
Anon go gete us faste into this in,¶Anon go gete us faste into this in°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3547,,10,10,Anon go gete us faste into this in,Anon go gete us faste into this in,uS u Sx u Sx uS u S,uS u Sx u Sx uS u S,an-on@adv gon@v%imp geten@v1%inf us@pron%pl_obj faste@adv in-to@prep this@gram_adj in@n,an-on@adv gon@v%imp geten@v1%inf us@pron%pl_obj faste@adv in-to@prep this@gram_adj in@n,green
"A knedyng trogh, or ellis a kymelyn","A knedingtrogh,° or els a kimelin,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3548,DIFF,10,10,A knedyng trogh or ellis a kymelyn,A knedingtrogh or els a kimelin,u xS u S uS u SuS,u SuS u S u SuS,a@indef_art  or@conj elles@adv a@indef_art kimelin@n,a@indef_art  or@conj elles@adv a@indef_art kimelin@n,
"For ech of us, but looke that they be large","For ech of us, but look° that they be large",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3549,,10,10,For ech of us but looke that they be large,For ech of us but look that they be large,u S u S u Sx u S u Sx,u S u S u S u S u Sx,for@prep ech@pron of@prep us@pron%pl_obj but@conj loken@v2%imp that@conj thei@pron%pl_nom ben@v%pr_pl large@adj,for@prep ech@pron of@prep us@pron%pl_obj but@conj loken@v2%imp that@conj thei@pron%pl_nom ben@v%pr_pl large@adj,green
In which we mowe swymme as in a barge,In which we mowe swimme° as in a barge,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3550,,10,10,In which we mowe swymme as in a barge,In which we mowe swimme as in a barge,u S u Su Sx u S u Sx,u S u Su Sx u S u Sx,in@prep which@pron we@pron%pl_nom mouen@v3%pr_pl swimmen@v%inf as@conj in@prep a@indef_art barge@n,in@prep which@pron we@pron%pl_nom mouen@v3%pr_pl swimmen@v%inf as@conj in@prep a@indef_art barge@n,green
And han therinne vitaille suffisant,And han therinne vitaille° suffisant,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3551,,10,10,And han therinne vitaille suffisant,And han therinne vitaille suffisant,u S uSx uSu SuS,u S uSx uSu SuS,and@conj haven@v%inf ther-inne@adv vitaile@n suffisaunt@adj,and@conj haven@v%inf ther-inne@adv vitaile@n suffisaunt@adj,green
But for a day -- fy on the remenant!,But for a day; fy on° the remenant!,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3552,,10,10,But for a day fy on the remenant,But for a day fy on the remenant,u S u S u S u SuS,u S u S u S u SuS,but@conj for@prep a@indef_art dai@n --@dash fi@interj on@prep the@def_art remenaunt@n,but@conj for@prep a@indef_art dai@n --@dash fi@interj on@prep the@def_art remenaunt@n,green
The water shal aslake and goon away,The water shal aslake° and goon away,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3553,,10,10,The water shal aslake and goon away,The water shal aslake and goon away,u Su S uSx u S uS,u Su S uSx u S uS,the@def_art water@n shulen@v1%pr_3 aslaken@v%inf and@conj gon@v%inf awei@adv,the@def_art water@n shulen@v1%pr_3 aslaken@v%inf and@conj gon@v%inf awei@adv,green
Aboute pryme upon the nexte day.,Aboute prime° upon the nexte day.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3554,,10,10,Aboute pryme upon the nexte day,Aboute prime upon the nexte day,uSu Sx uS u Su S,uSu Sx uS u Su S,abouten@prep prime@n upon@prep the@def_art nexte@adj%sup dai@n,abouten@prep prime@n upon@prep the@def_art nexte@adj%sup dai@n,green
"But Robyn may nat wite of this, thy knave","But Robin may nat wite of this, thy knave,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3555,,10,10,But Robyn may nat wite of this thy knave,But Robin may nat wite of this thy knave,u Su S u Sx u S u Sx,u Su S u Sx u S u Sx,but@conj robin@n1#propn mouen@v3%pr_3 not@adv witen@v1%inf of@prep this@pron thin@pron%gen knave@n1,but@conj robin@n1#propn mouen@v3%pr_3 not@adv witen@v1%inf of@prep this@pron thin@pron%gen knave@n1,green
Ne eek thy mayde Gille I may nat save;,Ne eek thy maide Gille I may nat save;,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3556,,10,10,Ne eek thy mayde Gille I may nat save,Ne eek thy maide Gille I may nat save,u S u Su Sx u S u Sx,u S u Su Sx u S u Sx,ne@conj1 ek@adv thin@pron%gen maide@n gille@n#propn ich@pron%nom mouen@v3%pr_1 not@adv saven@v%inf,ne@conj1 ek@adv thin@pron%gen maide@n gille@n#propn ich@pron%nom mouen@v3%pr_1 not@adv saven@v%inf,green
"Axe nat why, for though thou aske me","Ax nat why, for though thou aske me",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3557,,9,9,Axe nat why for though thou aske me,Ax nat why for though thou aske me,Sx u S u S u Su S,S u S u S u Su S,asken@v%imp not@adv whi@pron for@conj though@conj thou@pron%nom asken@v%pr_2 me@pron2%obj,asken@v%imp not@adv whi@pron for@conj though@conj thou@pron%nom asken@v%pr_2 me@pron2%obj,green
I wol nat tellen Goddes pryvetee.,I wol nat tellen Goddes privetee.°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3558,,10,10,I wol nat tellen Goddes pryvetee,I wol nat tellen Goddes privetee,u S u Su Su SuS,u S u Su Su SuS,ich@pron%nom willen@v%pr_1 not@adv tellen@v%inf god@n1#propn%gen privete@n,ich@pron%nom willen@v%pr_1 not@adv tellen@v%inf god@n1#propn%gen privete@n,green
"Suffiseth thee, but if thy wittes madde","Suffiseth thee, but if° thy wittes madde",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3559,,10,10,Suffiseth thee but if thy wittes madde,Suffiseth thee but if thy wittes madde,uSu S u S u Su Sx,uSu S u S u Su Sx,suffisen@v%pr_3 the@pron2%obj but@conj if@conj thin@pron%gen wit@n%pl madden@v%pr_pl,suffisen@v%pr_3 the@pron2%obj but@conj if@conj thin@pron%gen wit@n%pl madden@v%pr_pl,green
To han as greet a grace as Noe hadde.,To han as greet a grace as Noë hadde.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3560,,10,10,To han as greet a grace as Noe hadde,To han as greet a grace as No hadde,u S u S u Sx u Su Sx,u S u S u Su S u Sx,to@part haven@v%inf as@conj gret@adj a@indef_art grace@n as@conj noe@n#propn haven@v%pt_3,to@part haven@v%inf as@conj gret@adj a@indef_art grace@n as@conj noe@n#propn haven@v%pt_3,green
"Thy wyf shal I wel saven, out of doute.","Thy wif shal I wel saven, out of doute",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3561,,10,10,Thy wyf shal I wel saven out of doute,Thy wif shal I wel saven out of doute,u S u S u Su S u Sx,u S u S u Su S u Sx,thin@pron%gen wif@n shulen@v1%pr_1 ich@pron%nom wel@adv saven@v%inf oute@adv#prep of@prep doute@n,thin@pron%gen wif@n shulen@v1%pr_1 ich@pron%nom wel@adv saven@v%inf oute@adv#prep of@prep doute@n,green
"Go now thy wey, and speed thee heer-aboute.","Go now thy wey, and speed thee° heeraboute.",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3562,,10,10,Go now thy wey and speed thee heeraboute,Go now thy wey and speed thee heeraboute,u S u S u S u SuSx,u S u S u S u SuSx,gon@v%imp nou@adv thin@pron%gen wei@n and@conj speden@v%imp the@pron2%obj her-abouten@adv,gon@v%imp nou@adv thin@pron%gen wei@n and@conj speden@v%imp the@pron2%obj her-abouten@adv,green
"But whan thou hast, for hire and thee and me","¶But whan thou hast, for hire and thee and me",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3563,,10,10,But whan thou hast for hire and thee and me,But whan thou hast for hire and thee and me,u S u S u Sx u S u S,u S u S u Sx u S u S,but@conj whan@adv&conj thou@pron%nom haven@v%pr_2 for@prep hire@pron2%fem_obj and@conj the@pron2%obj and@conj me@pron2%obj,but@conj whan@adv&conj thou@pron%nom haven@v%pr_2 for@prep hire@pron2%fem_obj and@conj the@pron2%obj and@conj me@pron2%obj,green
Ygeten us thise knedyng tubbes thre,Ygeten us thise kneding-tubbes three,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3564,DIFF,10,10,Ygeten us thise knedyng tubbes thre,Ygeten us thise knedingtubbes three,uSu S ux Su Su S,uSu S ux SuSu S,geten@v1%ppl us@pron%pl_obj these@gram_adj%pl knedinge-tubbe@n%pl thre@num_adj,geten@v1%ppl us@pron%pl_obj these@gram_adj%pl knedinge-tubbe@n%pl thre@num_adj,green
Thanne shaltow hange hem in the roof ful hye,Than shaltow hange hem in the roof ful hie,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3565,,10,10,Thanne shaltow hange hem in the roof ful hye,Than shaltow hange hem in the roof ful hie,ux Su Sx u S u S u S,u Su Sx u S u S u S,thanne@adv shulen@v1%pr_2_pron hongen@v%inf hem@pron%pl_obj in@prep the@def_art rof@n ful@adv heighe@adv,thanne@adv shulen@v1%pr_2_pron hongen@v%inf hem@pron%pl_obj in@prep the@def_art rof@n ful@adv heighe@adv,green
That no man of oure purveiaunce espye.,That no man of our purveaunce° spie.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3566,,0,10,That no man of oure purveiaunce espye,That no man of our purveaunce spie,      ,u S u S u SuSu S,that@conj no@gram_adj man@n of@prep oure@pron%pl_gen purveiaunce@n aspien@v%pr_3,that@conj no@gram_adj man@n of@prep oure@pron%pl_gen purveiaunce@n aspien@v%pr_3,green
And whan thou thus hast doon as I have seyd,And whan thou thus hast doon as I have seid,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3567,,10,10,And whan thou thus hast doon as I have seyd,And whan thou thus hast doon as I have seid,u S u S u S u S ux S,u S u S u S u S ux S,and@conj whan@adv&conj thou@pron%nom thus@adv haven@v%pr_2 don@v1%ppl as@conj ich@pron%nom haven@v%pr_1 seien@v1%ppl,and@conj whan@adv&conj thou@pron%nom thus@adv haven@v%pr_2 don@v1%ppl as@conj ich@pron%nom haven@v%pr_1 seien@v1%ppl,green
And hast oure vitaille faire in hem yleyd,"And hast our vitail faire in hem yleid,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3568,,10,10,And hast oure vitaille faire in hem yleyd,And hast our vitail faire in hem yleid,u S ux Sux Sx u S uS,u S u Su Sx u S uS,and@conj haven@v%pr_2 oure@pron%pl_gen vitaile@n faire@adv in@prep hem@pron%pl_obj ileien@v%ppl,and@conj haven@v%pr_2 oure@pron%pl_gen vitaile@n faire@adv in@prep hem@pron%pl_obj ileien@v%ppl,green
And eek an ax to smyte the corde atwo,"And eek° an ax, to smite the corde atwo°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3569,,10,10,And eek an ax to smyte the corde atwo,And eek an ax to smite the corde atwo,u S u S u Sx u Sx uS,u S u S u Sx u Sx uS,and@conj ek@adv a@indef_art axe@n1 to@part smiten@v%inf the@def_art corde@n atwo@adv,and@conj ek@adv a@indef_art axe@n1 to@part smiten@v%inf the@def_art corde@n atwo@adv,green
"Whan that the water comth, that we may go","When that the water comth, that we° may go",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3570,,10,10,Whan that the water comth that we may go,When that the water comth that we may go,u S u Su S u S u S,u S u Su S u S u S,whan@adv&conj that@part the@def_art water@n comen@v%pr_3 that@conj we@pron%pl_nom mouen@v3%pr_pl gon@v%inf,whan@adv&conj that@part the@def_art water@n comen@v%pr_3 that@conj we@pron%pl_nom mouen@v3%pr_pl gon@v%inf,green
"And breke an hole an heigh, upon the gable","And broke° an hole an heigh, upon the gable,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3571,,10,10,And breke an hole an heigh upon the gable,And broke an hole an heigh upon the gable,u Sx u Sx u S uS u Sx,u Sx u Sx u S uS u Sx,and@conj breken@v%inf a@indef_art hole@n2 on@prep heigh@adj#n upon@prep the@def_art gable@n1,and@conj breken@v%inf a@indef_art hole@n2 on@prep heigh@adj#n upon@prep the@def_art gable@n1,green
