headword,word,tag,line_number,filename,context,text_type,reason
helpen,help,v%pr_3,The Friar's Tale 1605,data/riverside_cats/FriT_riv.cat,So wisly help me out of care and synne,RIVERSIDE,Present 3rd sg must end in -th
fecchen,fecche,v%pr_3,The Friar's Tale 1610,data/riverside_cats/FriT_riv.cat,Nay thanne quod he the foule feend me fecche,RIVERSIDE,Present 3rd sg must end in -th
dien,deye,v%pr_3,The Friar's Tale 1628,data/riverside_cats/FriT_riv.cat,The devel quod she so fecche hym er he deye,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_1,The Friar's Tale 1633,data/riverside_cats/FriT_riv.cat,I wolde I hadde thy smok and every clooth,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
leven,leve,v%pr_3,The Friar's Tale 1644,data/riverside_cats/FriT_riv.cat,And leve thise somonours goode men bicome,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,The Friar's Tale 1645,data/riverside_cats/FriT_riv.cat,Lordynges I koude han toold yow quod this Frere,RIVERSIDE,Infinitive must end in -en or -e
henten,hente,v%pr_3,The Friar's Tale 1664,data/riverside_cats/FriT_riv.cat,Of hir mysdedes er that the feend hem hente,RIVERSIDE,Present 3rd sg must end in -th
seien,seyn,v%inf,Parliament of Fowls 35,data/riverside_cats/PF_riv.cat,Of his sentence I wol yow seyn the greete,RIVERSIDE,Infinitive must end in -en or -e
lasten,last,v%pr_3,Parliament of Fowls 49,data/riverside_cats/PF_riv.cat,There as joye is that last withouten ende,RIVERSIDE,Present 3rd sg must end in -th
bireven,berafte,v%pt_3,Parliament of Fowls 87,data/riverside_cats/PF_riv.cat,Berafte me my bok for lak of lyght,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_1,Parliament of Fowls 90,data/riverside_cats/PF_riv.cat,For bothe I hadde thyng which that I nolde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_1,Parliament of Fowls 91,data/riverside_cats/PF_riv.cat,And ek I ne hadde that thyng that I wolde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
fighten,fyght,v%pr_3,Parliament of Fowls 103,data/riverside_cats/PF_riv.cat,The riche of gold the knyght fyght with his fon,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_1,Parliament of Fowls 107,data/riverside_cats/PF_riv.cat,For I hadde red of Affrican byforn,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
bringen,broughte,v%pt_3,Parliament of Fowls 121,data/riverside_cats/PF_riv.cat,And forth with hym unto a gate broughte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
letten,let,v%pr_3,Parliament of Fowls 151,data/riverside_cats/PF_riv.cat,For what that oon may hale that other let,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,Parliament of Fowls 163,data/riverside_cats/PF_riv.cat,Yit that thow canst not do yit mayst thow se,RIVERSIDE,Infinitive must end in -en or -e
shenden,shente,v%pt_3,Parliament of Fowls 255,data/riverside_cats/PF_riv.cat,In swich aray as whan the asse hym shente,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ginnen,gan,v%pt_pl,Parliament of Fowls 312,data/riverside_cats/PF_riv.cat,And that so huge a noyse gan they make,RIVERSIDE,Past plural must end in -en or -e
seien,seyn,v%inf,Parliament of Fowls 323,data/riverside_cats/PF_riv.cat,That is to seyn the foules of ravyne,RIVERSIDE,Infinitive must end in -en or -e
don,pyne,v%pr_3,Parliament of Fowls 335,data/riverside_cats/PF_riv.cat,And grey I mene the goshauk that doth pyne,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,Parliament of Fowls 366,data/riverside_cats/PF_riv.cat,That in this world han fetheres and stature,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,Parliament of Fowls 377,data/riverside_cats/PF_riv.cat,So ferforth that Nature hireself hadde blysse,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
agreen,agre,v%pr_3,Parliament of Fowls 409,data/riverside_cats/PF_riv.cat,That she agre to his eleccioun,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%pr_3,Parliament of Fowls 420,data/riverside_cats/PF_riv.cat,Do what hire lest to do me lyve or sterve,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,Parliament of Fowls 420,data/riverside_cats/PF_riv.cat,Do what hire lest to do me lyve or sterve,RIVERSIDE,Infinitive must end in -en or -e
wenden,wende,v%pr_3,Parliament of Fowls 440,data/riverside_cats/PF_riv.cat,To serven hire how fer so that she wende,RIVERSIDE,Present 3rd sg must end in -th
seisen,sese,v%pr_3,Parliament of Fowls 481,data/riverside_cats/PF_riv.cat,At shorte wordes til that deth me sese,RIVERSIDE,Present 3rd sg must end in -th
seien,seyn,v%inf,Parliament of Fowls 525,data/riverside_cats/PF_riv.cat,To seyn the verdit for yow foules alle,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,Parliament of Fowls 528,data/riverside_cats/PF_riv.cat,Han chosen fyrst by pleyn eleccioun,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,Parliament of Fowls 554,data/riverside_cats/PF_riv.cat,The waterfoules han here hedes leid,RIVERSIDE,Present plural must end in -en or -e
taken,take,v%pr_3,Parliament of Fowls 588,data/riverside_cats/PF_riv.cat,I wol ben hires til that the deth me take,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,Parliament of Fowls 663,data/riverside_cats/PF_riv.cat,For to do wel for God wot quyt is she,RIVERSIDE,Infinitive must end in -en or -e
bifallen,befalle,v%pr_3,Parliament of Fowls 664,data/riverside_cats/PF_riv.cat,Fro yow this yer what after so befalle,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,Parliament of Fowls 687,data/riverside_cats/PF_riv.cat,Wel han they cause for to gladen ofte,RIVERSIDE,Present plural must end in -en or -e
dien,dyde,v%pt_3,The Squire's Tale 11,data/riverside_cats/SqT_riv.cat,Thurgh which ther dyde many a doughty man,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Squire's Tale 29,data/riverside_cats/SqT_riv.cat,Hadde two sones on Elpheta his wyf,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Squire's Tale 32,data/riverside_cats/SqT_riv.cat,A doghter hadde this worthy kyng also,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
don,doon,v%inf,The Squire's Tale 46,data/riverside_cats/SqT_riv.cat,Doon cryen thurghout Sarray his citee,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Squire's Tale 56,data/riverside_cats/SqT_riv.cat,Hem semed han geten hem protecciouns,RIVERSIDE,Infinitive must end in -en or -e
sitten,sit,v%pr_3,The Squire's Tale 77,data/riverside_cats/SqT_riv.cat,Whil that this kyng sit thus in his nobleye,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,The Squire's Tale 154,data/riverside_cats/SqT_riv.cat,She shal eek knowe and whom it wol do boote,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Squire's Tale 163,data/riverside_cats/SqT_riv.cat,Ther he is hurt this is as muche to seyn,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Squire's Tale 175,data/riverside_cats/SqT_riv.cat,This is to seyn the swerd and the mirour,RIVERSIDE,Infinitive must end in -en or -e
connen,kan,v%pr_pl,The Squire's Tale 185,data/riverside_cats/SqT_riv.cat,And cause why For they kan nat the craft,RIVERSIDE,Present plural must end in -en or -e
demen,demed,v%pt_pl,The Squire's Tale 202,data/riverside_cats/SqT_riv.cat,Diverse folk diversely they demed,RIVERSIDE,Past plural must end in -en or -e
haven,hadde,v%pt_3,The Squire's Tale 208,data/riverside_cats/SqT_riv.cat,The hors that hadde wynges for to flee,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
bringen,broghte,v%pt_3,The Squire's Tale 210,data/riverside_cats/SqT_riv.cat,That broghte Troie to destruccion,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Squire's Tale 236,data/riverside_cats/SqT_riv.cat,And oother folk han wondred on the swerd,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Squire's Tale 242,data/riverside_cats/SqT_riv.cat,Of which right now ye han youreselven herd,RIVERSIDE,Present plural must end in -en or -e
seien,seyn,v%pr_pl,The Squire's Tale 252,data/riverside_cats/SqT_riv.cat,Thus seyn the peple and drawen hem apart,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Squire's Tale 256,data/riverside_cats/SqT_riv.cat,But for they han yknowen it so fern,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%inf,The Squire's Tale 280,data/riverside_cats/SqT_riv.cat,He moste han knowen love and his servyse,RIVERSIDE,Infinitive must end in -en or -e
don,doon,v%inf,The Squire's Tale 323,data/riverside_cats/SqT_riv.cat,And he wol doun descende and doon youre wille,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Squire's Tale 325,data/riverside_cats/SqT_riv.cat,Though al the world the contrarie hadde yswore,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Squire's Tale 332,data/riverside_cats/SqT_riv.cat,In swich a gyse as I shal to yow seyn,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Squire's Tale 349,data/riverside_cats/SqT_riv.cat,That muchel drynke and labour wolde han reste,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Squire's Tale 363,data/riverside_cats/SqT_riv.cat,For of hir fader hadde she take leve,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Squire's Tale 421,data/riverside_cats/SqT_riv.cat,That nolde han wept if that he wepe koude,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Squire's Tale 435,data/riverside_cats/SqT_riv.cat,That any fowel may in his leden seyn,RIVERSIDE,Infinitive must end in -en or -e
chacen,chace,v%pr_3,The Squire's Tale 457,data/riverside_cats/SqT_riv.cat,Syn that I see noon oother wight yow chace,RIVERSIDE,Present 3rd sg must end in -th
knouen,knewe,v%pt_1,The Squire's Tale 466,data/riverside_cats/SqT_riv.cat,If that I verraily the cause knewe,RIVERSIDE,Strong pt sg must not end in -en or -e
helpen,helpe,v%pr_3,The Squire's Tale 469,data/riverside_cats/SqT_riv.cat,As wisly helpe me grete God of kynde,RIVERSIDE,Present 3rd sg must end in -th
helen,heel,v%inf,The Squire's Tale 471,data/riverside_cats/SqT_riv.cat,To heel with youre hurtes hastily,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Squire's Tale 510,data/riverside_cats/SqT_riv.cat,That no wight koude han wend he koude feyne,RIVERSIDE,Infinitive must end in -en or -e
witen,woot,v%pr_pl,The Squire's Tale 519,data/riverside_cats/SqT_riv.cat,And under is the corps swich as ye woot,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Squire's Tale 523,data/riverside_cats/SqT_riv.cat,Til he so longe hadde wopen and compleyned,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Squire's Tale 532,data/riverside_cats/SqT_riv.cat,This is to seyn that after his desert,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_1,The Squire's Tale 539,data/riverside_cats/SqT_riv.cat,That I hadde graunted hym fully my love,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
smerten,smerte,v%pr_3,The Squire's Tale 564,data/riverside_cats/SqT_riv.cat,That if so were that any thyng hym smerte,RIVERSIDE,Present 3rd sg must end in -th
seien,seyn,v%inf,The Squire's Tale 569,data/riverside_cats/SqT_riv.cat,This is to seyn my wyl obeyed his wyl,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Squire's Tale 590,data/riverside_cats/SqT_riv.cat,Withinne a litel while sooth to seyn,RIVERSIDE,Infinitive must end in -en or -e
hiden,hidde,v%pt_1,The Squire's Tale 595,data/riverside_cats/SqT_riv.cat,As I best myghte I hidde fro hym my sorwe,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,sey,v%inf,The Squire's Tale 600,data/riverside_cats/SqT_riv.cat,Who kan sey bet than he who kan do werse,RIVERSIDE,Infinitive must end in -en or -e
don,do,v%inf,The Squire's Tale 600,data/riverside_cats/SqT_riv.cat,Who kan sey bet than he who kan do werse,RIVERSIDE,Infinitive must end in -en or -e
trouen,trowe,v%pr_3,The Squire's Tale 607,data/riverside_cats/SqT_riv.cat,I trowe he hadde thilke text in mynde,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Squire's Tale 607,data/riverside_cats/SqT_riv.cat,I trowe he hadde thilke text in mynde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%pr_pl,The Squire's Tale 609,data/riverside_cats/SqT_riv.cat,Gladeth hymself thus seyn men as I gesse,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Squire's Tale 637,data/riverside_cats/SqT_riv.cat,Ther as she with hire beek hadde hurt hirselve,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Squire's Tale 653,data/riverside_cats/SqT_riv.cat,Til it come eft to purpos for to seyn,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Squire's Tale 666,data/riverside_cats/SqT_riv.cat,Ne hadde he ben holpen by the steede of bras,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Nun's Priest's Tale 2830,data/riverside_cats/NPT_riv.cat,Thre large sowes hadde she and namo,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
kepen,kepe,v%pr_3,The Nun's Priest's Tale 2897,data/riverside_cats/NPT_riv.cat,And kepe my body out of foul prisoun,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,The Nun's Priest's Tale 2900,data/riverside_cats/NPT_riv.cat,Was lyk an hound and wolde han maad areest,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Nun's Priest's Tale 2910,data/riverside_cats/NPT_riv.cat,Now han ye lost myn herte and al my love,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%inf,The Nun's Priest's Tale 2914,data/riverside_cats/NPT_riv.cat,To han housbondes hardy wise and free,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Nun's Priest's Tale 2918,data/riverside_cats/NPT_riv.cat,How dorste ye seyn for shame unto youre love,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Nun's Priest's Tale 2926,data/riverside_cats/NPT_riv.cat,Certes this dreem which ye han met tonyght,RIVERSIDE,Present plural must end in -en or -e
seien,sey,v%inf,The Nun's Priest's Tale 2969,data/riverside_cats/NPT_riv.cat,Dredeth no dreem I kan sey yow namoore,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Nun's Priest's Tale 2978,data/riverside_cats/NPT_riv.cat,And han wel founden by experience,RIVERSIDE,Present plural must end in -en or -e
seien,sayn,v%inf,The Nun's Priest's Tale 3021,data/riverside_cats/NPT_riv.cat,My gold caused my mordre sooth to sayn,RIVERSIDE,Infinitive must end in -en or -e
slen,slayn,v%ppl,The Nun's Priest's Tale 3022,data/riverside_cats/NPT_riv.cat,And tolde hym every point how he was slayn,RIVERSIDE,Strong participle must end in -en or -e
haven,han,v%pr_pl,The Nun's Priest's Tale 3038,data/riverside_cats/NPT_riv.cat,As ye han herd the dede man devyse,RIVERSIDE,Present plural must end in -en or -e
seien,sayn,v%inf,The Nun's Priest's Tale 3046,data/riverside_cats/NPT_riv.cat,What sholde I moore unto this tale sayn,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Nun's Priest's Tale 3059,data/riverside_cats/NPT_riv.cat,Han hent the carter and so soore hym pyned,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%inf,The Nun's Priest's Tale 3067,data/riverside_cats/NPT_riv.cat,Two men that wolde han passed over see,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Nun's Priest's Tale 3069,data/riverside_cats/NPT_riv.cat,If that the wynd ne hadde been contrarie,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
don,do,v%inf,The Nun's Priest's Tale 3089,data/riverside_cats/NPT_riv.cat,That I wol lette for to do my thynges,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Nun's Priest's Tale 3099,data/riverside_cats/NPT_riv.cat,But er that he hadde half his cours yseyled,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_1,The Nun's Priest's Tale 3120,data/riverside_cats/NPT_riv.cat,By God I hadde levere than my sherte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
writen,writ,v%pr_3,The Nun's Priest's Tale 3123,data/riverside_cats/NPT_riv.cat,Macrobeus that writ the avisioun,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Nun's Priest's Tale 3175,data/riverside_cats/NPT_riv.cat,For he hadde founde a corn lay in the yerd,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Nun's Priest's Tale 3194,data/riverside_cats/NPT_riv.cat,That in the signe of Taurus hadde yronne,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Nun's Priest's Tale 3216,data/riverside_cats/NPT_riv.cat,That in the grove hadde woned yeres three,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
don,do,v%inf,The Nun's Priest's Tale 3247,data/riverside_cats/NPT_riv.cat,To do that same thyng or do it noght,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Nun's Priest's Tale 3251,data/riverside_cats/NPT_riv.cat,I wol nat han to do of swich mateere,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Nun's Priest's Tale 3281,data/riverside_cats/NPT_riv.cat,Though he never erst hadde seyn it with his ye,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Nun's Priest's Tale 3283,data/riverside_cats/NPT_riv.cat,He wolde han fled but that the fox anon,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Nun's Priest's Tale 3294,data/riverside_cats/NPT_riv.cat,Than hadde Boece or any that kan synge,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
slen,slayn,v%ppl,The Nun's Priest's Tale 3348,data/riverside_cats/NPT_riv.cat,That whan thy worthy kyng Richard was slayn,RIVERSIDE,Strong participle must end in -en or -e
slen,slayn,v%ppl,The Nun's Priest's Tale 3352,data/riverside_cats/NPT_riv.cat,For on a Friday soothly slayn was he,RIVERSIDE,Strong participle must end in -en or -e
haven,hadde,v%pt_3,The Nun's Priest's Tale 3358,data/riverside_cats/NPT_riv.cat,Whan he hadde hent kyng Priam by the berd,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,had,v%pt_pl,The Nun's Priest's Tale 3361,data/riverside_cats/NPT_riv.cat,Whan they had seyn of Chauntecleer the sighte,RIVERSIDE,Past plural must end in -en or -e
haven,hadde,v%pt_3,The Nun's Priest's Tale 3364,data/riverside_cats/NPT_riv.cat,Whan that hir housbonde hadde lost his lyf,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
slen,slayn,v%ppl,The Nun's Priest's Tale 3373,data/riverside_cats/NPT_riv.cat,Withouten gilt this Nero hath hem slayn,RIVERSIDE,Strong participle must end in -en or -e
rennen,ran,v%pt_pl,The Nun's Priest's Tale 3381,data/riverside_cats/NPT_riv.cat,Ha ha The fox and after hym they ran,RIVERSIDE,Past plural must end in -en or -e
rennen,ran,v%pt_pl,The Nun's Priest's Tale 3385,data/riverside_cats/NPT_riv.cat,Ran cow and calf and eek the verray hogges,RIVERSIDE,Past plural must end in -en or -e
breken,breeke,v%pr_3,The Nun's Priest's Tale 3388,data/riverside_cats/NPT_riv.cat,They ronne so hem thoughte hir herte breeke,RIVERSIDE,Present 3rd sg must end in -th
poupen,powped,v%pt_pl,The Nun's Priest's Tale 3399,data/riverside_cats/NPT_riv.cat,Of horn of boon in whiche they blewe and powped,RIVERSIDE,Past plural must end in -en or -e
houpen,howped,v%pt_pl,The Nun's Priest's Tale 3400,data/riverside_cats/NPT_riv.cat,And therwithal they skriked and they howped,RIVERSIDE,Past plural must end in -en or -e
helpen,helpe,v%pr_3,The Nun's Priest's Tale 3408,data/riverside_cats/NPT_riv.cat,Yet sholde I seyn as wys God helpe me,RIVERSIDE,Present 3rd sg must end in -th
fallen,falle,v%pr_3,The Nun's Priest's Tale 3410,data/riverside_cats/NPT_riv.cat,A verray pestilence upon yow falle,RIVERSIDE,Present 3rd sg must end in -th
helpen,help,v%pr_3,The Nun's Priest's Tale 3425,data/riverside_cats/NPT_riv.cat,I shal seye sooth to yow God help me so,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,The Nun's Priest's Tale 3430,data/riverside_cats/NPT_riv.cat,Do me to synge and wynke with myn ye,RIVERSIDE,Infinitive must end in -en or -e
don,doon,v%inf,The Wife of Bath's Tale 881,data/riverside_cats/WBT_riv.cat,And he ne wol doon hem but dishonour,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Wife of Bath's Tale 892,data/riverside_cats/WBT_riv.cat,By cours of lawe and sholde han lost his heed,RIVERSIDE,Infinitive must end in -en or -e
don,do,v%inf,The Wife of Bath's Tale 936,data/riverside_cats/WBT_riv.cat,For to be free and do right as us lest,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%pr_pl,The Wife of Bath's Tale 945,data/riverside_cats/WBT_riv.cat,And somme seyn that greet delit han we,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Wife of Bath's Tale 945,data/riverside_cats/WBT_riv.cat,And somme seyn that greet delit han we,RIVERSIDE,Present plural must end in -en or -e
don,do,v%inf,The Wife of Bath's Tale 962,data/riverside_cats/WBT_riv.cat,She nolde do that vileynye or synne,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Wife of Bath's Tale 963,data/riverside_cats/WBT_riv.cat,To make hir housbonde han so foul a name,RIVERSIDE,Infinitive must end in -en or -e
dien,dyde,v%pt_3,The Wife of Bath's Tale 965,data/riverside_cats/WBT_riv.cat,But nathelees hir thoughte that she dyde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
connen,kan,v%pr_pl,The Wife of Bath's Tale 980,data/riverside_cats/WBT_riv.cat,Yet out it moot we kan no conseil hyde,RIVERSIDE,Present plural must end in -en or -e
seien,seyn,v%inf,The Wife of Bath's Tale 1006,data/riverside_cats/WBT_riv.cat,I nam but deed but if that I kan seyn,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Wife of Bath's Tale 1024,data/riverside_cats/WBT_riv.cat,Seyde he had holde his day as he hadde hight,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
contrarien,contraried,v%pt_pl,The Wife of Bath's Tale 1044,data/riverside_cats/WBT_riv.cat,Ne wydwe that contraried that he sayde,RIVERSIDE,Past plural must end in -en or -e
departen,departe,v%pr_3,The Wife of Bath's Tale 1049,data/riverside_cats/WBT_riv.cat,Er that youre court departe do me right,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,The Wife of Bath's Tale 1115,data/riverside_cats/WBT_riv.cat,To do the gentil dedes that he kan,RIVERSIDE,Infinitive must end in -en or -e
don,do,v%inf,The Wife of Bath's Tale 1138,data/riverside_cats/WBT_riv.cat,They myghte do no vileynye or vice,RIVERSIDE,Infinitive must end in -en or -e
dien,dye,v%pr_3,The Wife of Bath's Tale 1145,data/riverside_cats/WBT_riv.cat,Up peril of my lyf til that it dye,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,The Wife of Bath's Tale 1151,data/riverside_cats/WBT_riv.cat,A lordes sone do shame and vileynye,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Wife of Bath's Tale 1152,data/riverside_cats/WBT_riv.cat,And he that wole han pris of his gentrye,RIVERSIDE,Infinitive must end in -en or -e
don,do,v%inf,The Wife of Bath's Tale 1155,data/riverside_cats/WBT_riv.cat,And nel hymselven do no gentil dedis,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Wife of Bath's Tale 1184,data/riverside_cats/WBT_riv.cat,This wole Senec and othere clerkes seyn,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Wife of Bath's Tale 1186,data/riverside_cats/WBT_riv.cat,I holde hym riche al hadde he nat a sherte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Wife of Bath's Tale 1188,data/riverside_cats/WBT_riv.cat,For he wolde han that is nat in his myght,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%pr_pl,The Wife of Bath's Tale 1210,data/riverside_cats/WBT_riv.cat,Seyn that men sholde an oold wight doon favour,RIVERSIDE,Present plural must end in -en or -e
don,doon,v%inf,The Wife of Bath's Tale 1210,data/riverside_cats/WBT_riv.cat,Seyn that men sholde an oold wight doon favour,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Wife of Bath's Tale 1220,data/riverside_cats/WBT_riv.cat,To han me foul and old til that I deye,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Wife of Bath's Tale 1223,data/riverside_cats/WBT_riv.cat,Or elles ye wol han me yong and fair,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Wife of Bath's Tale 1241,data/riverside_cats/WBT_riv.cat,This is to seyn ye bothe fair and good,RIVERSIDE,Infinitive must end in -en or -e
senden,sende,v%pr_3,The Wife of Bath's Tale 1258,data/riverside_cats/WBT_riv.cat,In parfit joye and Jhesu Crist us sende,RIVERSIDE,Present 3rd sg must end in -th
senden,sende,v%pr_3,The Wife of Bath's Tale 1264,data/riverside_cats/WBT_riv.cat,God sende hem soone verray pestilence,RIVERSIDE,Present 3rd sg must end in -th
twinen,twyne,v%pr_3,Troilus and Criseyde; Book V 7,data/riverside_cats/TC5_riv.cat,Til Lachesis his thred no lenger twyne,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,Troilus and Criseyde; Book V 20,data/riverside_cats/TC5_riv.cat,Men wiste nevere womman han the care,RIVERSIDE,Infinitive must end in -en or -e
gon,go,v%pr_3,Troilus and Criseyde; Book V 44,data/riverside_cats/TC5_riv.cat,To have inough to doone er that she go,RIVERSIDE,Present 3rd sg must end in -th
don,don,v%inf,Troilus and Criseyde; Book V 50,data/riverside_cats/TC5_riv.cat,But why he nolde don so fel a dede,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,Troilus and Criseyde; Book V 54,data/riverside_cats/TC5_riv.cat,Sholde han ben slayn lo this was al his care,RIVERSIDE,Infinitive must end in -en or -e
slen,slayn,v%ppl,Troilus and Criseyde; Book V 54,data/riverside_cats/TC5_riv.cat,Sholde han ben slayn lo this was al his care,RIVERSIDE,Strong participle must end in -en or -e
smerten,smerte,v%pr_3,Troilus and Criseyde; Book V 62,data/riverside_cats/TC5_riv.cat,What wonder is though that hire sore smerte,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,Troilus and Criseyde; Book V 68,data/riverside_cats/TC5_riv.cat,And ferther wolde han riden out of doute,RIVERSIDE,Infinitive must end in -en or -e
smerten,smerte,v%pr_3,Troilus and Criseyde; Book V 132,data/riverside_cats/TC5_riv.cat,Comaundeth me how soore that me smerte,RIVERSIDE,Present 3rd sg must end in -th
