headword,word,tag,line_number,filename,context,text_type,source_file
caren,care,v%imp,The Miller's Tale 3298,data/riverside_cats/MilT_riv.cat,Nay therof care thee noght quod Nicholas,RIVERSIDE,MilT_gui_complete.csv
sweren,ysworn,v%ppl,The Miller's Tale 3301,data/riverside_cats/MilT_riv.cat,And thus they been accorded and ysworn,RIVERSIDE,MilT_gui_complete.csv
don,doon,v%ppl,The Miller's Tale 3303,data/riverside_cats/MilT_riv.cat,Whan Nicholas had doon thus everideel,RIVERSIDE,MilT_gui_complete.csv
saven,save,v%pr_3,The Miller's Tale 3325,data/riverside_cats/MilT_riv.cat,A myrie child he was so God me save,RIVERSIDE,MilT_gui_complete.csv
seien,seyn,v%inf,The Miller's Tale 3337,data/riverside_cats/MilT_riv.cat,But sooth to seyn he was somdeel squaymous,RIVERSIDE,MilT_gui_complete.csv
durren,dar,v%pr_1,The Miller's Tale 3346,data/riverside_cats/MilT_riv.cat,I dar wel seyn if she hadde been a mous,RIVERSIDE,MilT_gui_complete.csv
ben,be,v%pr_3,The Miller's Tale 3361,data/riverside_cats/MilT_riv.cat,Now deere lady if thy wille be,RIVERSIDE,MilT_gui_complete.csv
willen,wol,v%pr_pl,The Miller's Tale 3370,data/riverside_cats/MilT_riv.cat,This passeth forth what wol ye bet than weel,RIVERSIDE,MilT_gui_complete.csv
seien,seyn,v%pr_pl,The Miller's Tale 3392,data/riverside_cats/MilT_riv.cat,Men seyn right thus Alwey the nye slye,RIVERSIDE,MilT_gui_complete.csv
ben,be,v%pr_3,The Miller's Tale 3394,data/riverside_cats/MilT_riv.cat,For though that Absolon be wood or wrooth,RIVERSIDE,MilT_gui_complete.csv
gon,goon,v%ppl,The Miller's Tale 3400,data/riverside_cats/MilT_riv.cat,This carpenter was goon til Osenay,RIVERSIDE,MilT_gui_complete.csv
ben,be,v%pr_3,The Miller's Tale 3405,data/riverside_cats/MilT_riv.cat,And if so be the game wente aright,RIVERSIDE,MilT_gui_complete.csv
shelden,shilde,v%pr_3,The Miller's Tale 3427,data/riverside_cats/MilT_riv.cat,God shilde that he deyde sodeynly,RIVERSIDE,MilT_gui_complete.csv
iberen,yborn,v%ppl_abs,The Miller's Tale 3429,data/riverside_cats/MilT_riv.cat,I saugh today a cors yborn to chirche,RIVERSIDE,MilT_gui_complete.csv
knokken,knokke,v%imp,The Miller's Tale 3432,data/riverside_cats/MilT_riv.cat,Clepe at his dore or knokke with a stoon,RIVERSIDE,MilT_gui_complete.csv
loken,looke,v%imp,The Miller's Tale 3433,data/riverside_cats/MilT_riv.cat,Looke how it is and tel me boldely,RIVERSIDE,MilT_gui_complete.csv
ben,were,v%pt_3,The Miller's Tale 3436,data/riverside_cats/MilT_riv.cat,He cride and knokked as that he were wood,RIVERSIDE,MilT_gui_complete.csv
don,do,v%pr_pl,The Miller's Tale 3437,data/riverside_cats/MilT_riv.cat,What how What do ye maister Nicholay,RIVERSIDE,MilT_gui_complete.csv
mouen,may,v%pr_pl,The Miller's Tale 3438,data/riverside_cats/MilT_riv.cat,How may ye slepen al the longe day,RIVERSIDE,MilT_gui_complete.csv
bitiden,bityde,v%inf,The Miller's Tale 3450,data/riverside_cats/MilT_riv.cat,A man woot litel what hym shal bityde,RIVERSIDE,MilT_gui_complete.csv
shulen,sholde,v%pt_pl,The Miller's Tale 3454,data/riverside_cats/MilT_riv.cat,Men sholde nat knowe of Goddes pryvetee,RIVERSIDE,MilT_gui_complete.csv
mouen,may,v%pr_1,The Miller's Tale 3464,data/riverside_cats/MilT_riv.cat,If that I may by Jhesus hevene kyng,RIVERSIDE,MilT_gui_complete.csv
blessen,blesse,v%imp,The Miller's Tale 3484,data/riverside_cats/MilT_riv.cat,Blesse this hous from every wikked wight,RIVERSIDE,MilT_gui_complete.csv
siken,sik,v%inf,The Miller's Tale 3488,data/riverside_cats/MilT_riv.cat,Gan for to sik soore and seyde Allas,RIVERSIDE,MilT_gui_complete.csv
don,doon,v%pr_pl,The Miller's Tale 3491,data/riverside_cats/MilT_riv.cat,What Thynk on God as we doon men that swynke,RIVERSIDE,MilT_gui_complete.csv
fecchen,fecche,v%imp,The Miller's Tale 3492,data/riverside_cats/MilT_riv.cat,This Nicholas answerde Fecche me drynke,RIVERSIDE,MilT_gui_complete.csv
willen,wol,v%pr_1,The Miller's Tale 3495,data/riverside_cats/MilT_riv.cat,I wol telle it noon oother man certeyn,RIVERSIDE,MilT_gui_complete.csv
haven,han,v%inf,The Miller's Tale 3506,data/riverside_cats/MilT_riv.cat,For this vengeaunce thou shalt han therfore,RIVERSIDE,MilT_gui_complete.csv
wreien,wreye,v%pr_2,The Miller's Tale 3507,data/riverside_cats/MilT_riv.cat,That if thou wreye me thou shalt be wood,RIVERSIDE,MilT_gui_complete.csv
willen,wol,v%pr_1,The Miller's Tale 3513,data/riverside_cats/MilT_riv.cat,Now John quod Nicholas I wol nat lye,RIVERSIDE,MilT_gui_complete.csv
lesen,lorn,v%ppl,The Miller's Tale 3536,data/riverside_cats/MilT_riv.cat,That al the world with water sholde be lorn,RIVERSIDE,MilT_gui_complete.csv
durren,dar,v%pr_1,The Miller's Tale 3541,data/riverside_cats/MilT_riv.cat,Hym hadde be levere I dar wel undertake,RIVERSIDE,MilT_gui_complete.csv
mouen,may,v%pr_pl,The Miller's Tale 3546,data/riverside_cats/MilT_riv.cat,Men may nat preche or maken tariyng,RIVERSIDE,MilT_gui_complete.csv
loken,looke,v%imp,The Miller's Tale 3549,data/riverside_cats/MilT_riv.cat,For ech of us but looke that they be large,RIVERSIDE,MilT_gui_complete.csv
haven,han,v%inf,The Miller's Tale 3551,data/riverside_cats/MilT_riv.cat,And han therinne vitaille suffisant,RIVERSIDE,MilT_gui_complete.csv
mouen,may,v%pr_1,The Miller's Tale 3556,data/riverside_cats/MilT_riv.cat,Ne eek thy mayde Gille I may nat save,RIVERSIDE,MilT_gui_complete.csv
asken,axe,v%imp,The Miller's Tale 3557,data/riverside_cats/MilT_riv.cat,Axe nat why for though thou aske me,RIVERSIDE,MilT_gui_complete.csv
asken,aske,v%pr_2,The Miller's Tale 3557,data/riverside_cats/MilT_riv.cat,Axe nat why for though thou aske me,RIVERSIDE,MilT_gui_complete.csv
willen,wol,v%pr_1,The Miller's Tale 3558,data/riverside_cats/MilT_riv.cat,I wol nat tellen Goddes pryvetee,RIVERSIDE,MilT_gui_complete.csv
madden,madde,v%pr_pl,The Miller's Tale 3559,data/riverside_cats/MilT_riv.cat,Suffiseth thee but if thy wittes madde,RIVERSIDE,MilT_gui_complete.csv
aspien,espye,v%pr_3,The Miller's Tale 3566,data/riverside_cats/MilT_riv.cat,That no man of oure purveiaunce espye,RIVERSIDE,MilT_gui_complete.csv
smiten,smyte,v%inf,The Miller's Tale 3569,data/riverside_cats/MilT_riv.cat,And eek an ax to smyte the corde atwo,RIVERSIDE,MilT_gui_complete.csv
mouen,may,v%pr_pl,The Miller's Tale 3570,data/riverside_cats/MilT_riv.cat,Whan that the water comth that we may go,RIVERSIDE,MilT_gui_complete.csv
mouen,may,v%pr_pl,The Miller's Tale 3573,data/riverside_cats/MilT_riv.cat,That we may frely passen forth oure way,RIVERSIDE,MilT_gui_complete.csv
ben,be,v%imp,The Miller's Tale 3578,data/riverside_cats/MilT_riv.cat,Be myrie for the flood wol passe anon,RIVERSIDE,MilT_gui_complete.csv
seien,seyn,v%inf,The Miller's Tale 3579,data/riverside_cats/MilT_riv.cat,And thou wolt seyn Hayl maister Nicholay,RIVERSIDE,MilT_gui_complete.csv
shulen,shul,v%pr_pl,The Miller's Tale 3581,data/riverside_cats/MilT_riv.cat,And thanne shul we be lordes al oure lyf,RIVERSIDE,MilT_gui_complete.csv
ben,be,v%imp,The Miller's Tale 3584,data/riverside_cats/MilT_riv.cat,Be wel avysed on that ilke nyght,RIVERSIDE,MilT_gui_complete.csv
speken,speke,v%pr_3,The Miller's Tale 3586,data/riverside_cats/MilT_riv.cat,That noon of us ne speke nat a word,RIVERSIDE,MilT_gui_complete.csv
clepen,clepe,v%pr_3,The Miller's Tale 3587,data/riverside_cats/MilT_riv.cat,Ne clepe ne crie but be in his preyere,RIVERSIDE,MilT_gui_complete.csv
crien,crie,v%pr_3,The Miller's Tale 3587,data/riverside_cats/MilT_riv.cat,Ne clepe ne crie but be in his preyere,RIVERSIDE,MilT_gui_complete.csv
moten,moote,v%pr_2,The Miller's Tale 3589,data/riverside_cats/MilT_riv.cat,Thy wyf and thou moote hange fer atwynne,RIVERSIDE,MilT_gui_complete.csv
speden,speede,v%pr_3,The Miller's Tale 3592,data/riverside_cats/MilT_riv.cat,This ordinance is seyd Go God thee speede,RIVERSIDE,MilT_gui_complete.csv
willen,wol,v%pr_pl,The Miller's Tale 3594,data/riverside_cats/MilT_riv.cat,Into oure knedyngtubbes wol we crepe,RIVERSIDE,MilT_gui_complete.csv
seien,seyn,v%pr_pl,The Miller's Tale 3598,data/riverside_cats/MilT_riv.cat,Men seyn thus sende the wise and sey no thyng,RIVERSIDE,MilT_gui_complete.csv
senden,sende,v%imp,The Miller's Tale 3598,data/riverside_cats/MilT_riv.cat,Men seyn thus sende the wise and sey no thyng,RIVERSIDE,MilT_gui_complete.csv
ben,am,v%pr_1,The Miller's Tale 3609,data/riverside_cats/MilT_riv.cat,I am thy trewe verray wedded wyf,RIVERSIDE,MilT_gui_complete.csv
mouen,may,v%pr_pl,The Miller's Tale 3612,data/riverside_cats/MilT_riv.cat,Men may dyen of ymaginacioun,RIVERSIDE,MilT_gui_complete.csv
heren,heere,v%pr_3,The Miller's Tale 3642,data/riverside_cats/MilT_riv.cat,Awaitynge on the reyn if he it heere,RIVERSIDE,MilT_gui_complete.csv
gon,goon,v%pr_pl,The Miller's Tale 3650,data/riverside_cats/MilT_riv.cat,Withouten wordes mo they goon to bedde,RIVERSIDE,MilT_gui_complete.csv
ben,be,v%pr_3,The Miller's Tale 3665,data/riverside_cats/MilT_riv.cat,Syn Saterday I trowe that he be went,RIVERSIDE,MilT_gui_complete.csv
connen,kan,v%pr_1,The Miller's Tale 3670,data/riverside_cats/MilT_riv.cat,Where that he be I kan nat soothly seyn,RIVERSIDE,MilT_gui_complete.csv
seien,seyn,v%inf,The Miller's Tale 3670,data/riverside_cats/MilT_riv.cat,Where that he be I kan nat soothly seyn,RIVERSIDE,MilT_gui_complete.csv
shulen,shal,v%pr_1,The Miller's Tale 3679,data/riverside_cats/MilT_riv.cat,My lovelongynge for yet I shal nat mysse,RIVERSIDE,MilT_gui_complete.csv
willen,wol,v%pr_1,The Miller's Tale 3685,data/riverside_cats/MilT_riv.cat,Therfore I wol go slepe an houre or tweye,RIVERSIDE,MilT_gui_complete.csv
don,do,v%pr_pl,The Miller's Tale 3698,data/riverside_cats/MilT_riv.cat,What do ye honycomb sweete Alisoun,RIVERSIDE,MilT_gui_complete.csv
sweten,swete,v%pr_1,The Miller's Tale 3702,data/riverside_cats/MilT_riv.cat,That for youre love I swete ther I go,RIVERSIDE,MilT_gui_complete.csv
gon,go,v%pr_1,The Miller's Tale 3702,data/riverside_cats/MilT_riv.cat,That for youre love I swete ther I go,RIVERSIDE,MilT_gui_complete.csv
sweten,swete,v%pr_1,The Miller's Tale 3703,data/riverside_cats/MilT_riv.cat,No wonder is thogh that I swelte and swete,RIVERSIDE,MilT_gui_complete.csv
mouen,may,v%pr_1,The Miller's Tale 3707,data/riverside_cats/MilT_riv.cat,I may nat ete na moore than a mayde,RIVERSIDE,MilT_gui_complete.csv
eten,ete,v%inf,The Miller's Tale 3707,data/riverside_cats/MilT_riv.cat,I may nat ete na moore than a mayde,RIVERSIDE,MilT_gui_complete.csv
willen,wol,v%pr_1,The Miller's Tale 3712,data/riverside_cats/MilT_riv.cat,Go forth thy wey or I wol caste a ston,RIVERSIDE,MilT_gui_complete.csv
kissen,kysse,v%imp,The Miller's Tale 3716,data/riverside_cats/MilT_riv.cat,Thanne kysse me syn it may be no bet,RIVERSIDE,MilT_gui_complete.csv
maken,make,v%imp,The Miller's Tale 3720,data/riverside_cats/MilT_riv.cat,Thanne make thee redy quod she I come anon,RIVERSIDE,MilT_gui_complete.csv
haven,have,v%imp,The Miller's Tale 3728,data/riverside_cats/MilT_riv.cat,Have do quod she com of and speed the faste,RIVERSIDE,MilT_gui_complete.csv
don,do,v%ppl,The Miller's Tale 3728,data/riverside_cats/MilT_riv.cat,Have do quod she com of and speed the faste,RIVERSIDE,MilT_gui_complete.csv
ben,were,v%pt_3,The Miller's Tale 3735,data/riverside_cats/MilT_riv.cat,Ful savourly er he were war of this,RIVERSIDE,MilT_gui_complete.csv
don,do,v%ppl,The Miller's Tale 3739,data/riverside_cats/MilT_riv.cat,And seyde Fy allas what have I do,RIVERSIDE,MilT_gui_complete.csv
biten,byte,v%inf,The Miller's Tale 3745,data/riverside_cats/MilT_riv.cat,And on his lippe he gan for anger byte,RIVERSIDE,MilT_gui_complete.csv
shulen,shal,v%pr_1,The Miller's Tale 3746,data/riverside_cats/MilT_riv.cat,And to hymself he seyde I shal thee quyte,RIVERSIDE,MilT_gui_complete.csv
quiten,quyte,v%inf,The Miller's Tale 3746,data/riverside_cats/MilT_riv.cat,And to hymself he seyde I shal thee quyte,RIVERSIDE,MilT_gui_complete.csv
ben,were,v%pt_3,The Miller's Tale 3751,data/riverside_cats/MilT_riv.cat,But me were levere than al this toun quod he,RIVERSIDE,MilT_gui_complete.csv
beten,ybete,v%ppl,The Miller's Tale 3759,data/riverside_cats/MilT_riv.cat,And weep as dooth a child that is ybete,RIVERSIDE,MilT_gui_complete.csv
clepen,cleped,v%pt_pl,The Miller's Tale 3761,data/riverside_cats/MilT_riv.cat,Until a smyth men cleped daun Gerveys,RIVERSIDE,MilT_gui_complete.csv
witen,woot,v%pr_pl,The Miller's Tale 3771,data/riverside_cats/MilT_riv.cat,By Seinte Note ye woot wel what I mene,RIVERSIDE,MilT_gui_complete.csv
willen,wol,v%pr_1,The Miller's Tale 3778,data/riverside_cats/MilT_riv.cat,And I wol brynge it thee agayn ful soone,RIVERSIDE,MilT_gui_complete.csv
ben,am,v%pr_1,The Miller's Tale 3781,data/riverside_cats/MilT_riv.cat,Thou sholdest have as I am trewe smyth,RIVERSIDE,MilT_gui_complete.csv
willen,wol,v%pr_pl,The Miller's Tale 3782,data/riverside_cats/MilT_riv.cat,Ey Cristes foo What wol ye do therwith,RIVERSIDE,MilT_gui_complete.csv
shulen,shal,v%pr_1,The Miller's Tale 3784,data/riverside_cats/MilT_riv.cat,I shal wel telle it thee tomorwe day,RIVERSIDE,MilT_gui_complete.csv
ben,am,v%pr_1,The Miller's Tale 3793,data/riverside_cats/MilT_riv.cat,I am thyn Absolon my deerelyng,RIVERSIDE,MilT_gui_complete.csv
saven,save,v%pr_3,The Miller's Tale 3795,data/riverside_cats/MilT_riv.cat,My mooder yaf it me so God me save,RIVERSIDE,MilT_gui_complete.csv
kissen,kisse,v%pr_2,The Miller's Tale 3797,data/riverside_cats/MilT_riv.cat,This wol I yeve thee if thou me kisse,RIVERSIDE,MilT_gui_complete.csv
scapen,scape,v%pr_3,The Miller's Tale 3800,data/riverside_cats/MilT_riv.cat,He sholde kisse his ers er that he scape,RIVERSIDE,MilT_gui_complete.csv
ben,were,v%pt_3,The Miller's Tale 3814,data/riverside_cats/MilT_riv.cat,As he were wood for wo he gan to crye,RIVERSIDE,MilT_gui_complete.csv
ben,were,v%pt_3,The Miller's Tale 3817,data/riverside_cats/MilT_riv.cat,And herde oon crien water as he were wood,RIVERSIDE,MilT_gui_complete.csv
stonden,stonde,v%inf,The Miller's Tale 3830,data/riverside_cats/MilT_riv.cat,But stonde he moste unto his owene harm,RIVERSIDE,MilT_gui_complete.csv
holden,holde,v%ppl,The Miller's Tale 3846,data/riverside_cats/MilT_riv.cat,That he was holde wood in al the toun,RIVERSIDE,MilT_gui_complete.csv
biholden,biholde,v%inf,The Clerk's Tale 60,data/riverside_cats/ClT_riv.cat,Where many a tour and toun thou mayst biholde,RIVERSIDE,ClT_gui_complete.csv
don,doon,v%ppl,The Clerk's Tale 68,data/riverside_cats/ClT_riv.cat,Thus in delit he lyveth and hath doon yoore,RIVERSIDE,ClT_gui_complete.csv
bitiden,bityde,v%inf,The Clerk's Tale 79,data/riverside_cats/ClT_riv.cat,In tyme comynge what myghte hym bityde,RIVERSIDE,ClT_gui_complete.csv
sliden,slyde,v%inf,The Clerk's Tale 82,data/riverside_cats/ClT_riv.cat,Wel ny alle othere cures leet he slyde,RIVERSIDE,ClT_gui_complete.csv
wedden,wedde,v%inf,The Clerk's Tale 84,data/riverside_cats/ClT_riv.cat,Wedde no wyf for noght that may bifalle,RIVERSIDE,ClT_gui_complete.csv
wenden,wente,v%pt_pl,The Clerk's Tale 86,data/riverside_cats/ClT_riv.cat,That flokmeele on a day they to hym wente,RIVERSIDE,ClT_gui_complete.csv
assenten,assente,v%inf,The Clerk's Tale 88,data/riverside_cats/ClT_riv.cat,Or elles that the lord best wolde assente,RIVERSIDE,ClT_gui_complete.csv
shulen,shul,v%pr_pl,The Clerk's Tale 91,data/riverside_cats/ClT_riv.cat,He to the markys seyde as ye shul heere,RIVERSIDE,ClT_gui_complete.csv
durren,dar,v%pr_1,The Clerk's Tale 103,data/riverside_cats/ClT_riv.cat,I dar the bettre aske of yow a space,RIVERSIDE,ClT_gui_complete.csv
don,doon,v%inf,The Clerk's Tale 105,data/riverside_cats/ClT_riv.cat,And ye my lord to doon right as yow leste,RIVERSIDE,ClT_gui_complete.csv
listen,leste,v%pr_3,The Clerk's Tale 105,data/riverside_cats/ClT_riv.cat,And ye my lord to doon right as yow leste,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 107,data/riverside_cats/ClT_riv.cat,And al youre werk and evere han doon that we,RIVERSIDE,ClT_gui_complete.csv
don,doon,v%ppl,The Clerk's Tale 107,data/riverside_cats/ClT_riv.cat,And al youre werk and evere han doon that we,RIVERSIDE,ClT_gui_complete.csv
connen,koude,v%pt_pl,The Clerk's Tale 108,data/riverside_cats/ClT_riv.cat,Ne koude nat us self devysen how,RIVERSIDE,ClT_gui_complete.csv
mouen,myghte,v%pt_pl,The Clerk's Tale 109,data/riverside_cats/ClT_riv.cat,We myghte lyven in moore felicitee,RIVERSIDE,ClT_gui_complete.csv
ben,be,v%pr_3,The Clerk's Tale 110,data/riverside_cats/ClT_riv.cat,Save o thyng lord if it youre wille be,RIVERSIDE,ClT_gui_complete.csv
listen,leste,v%pr_3,The Clerk's Tale 111,data/riverside_cats/ClT_riv.cat,That for to been a wedded man yow leste,RIVERSIDE,ClT_gui_complete.csv
ben,were,v%pt_3,The Clerk's Tale 112,data/riverside_cats/ClT_riv.cat,Thanne were youre peple in sovereyn hertes reste,RIVERSIDE,ClT_gui_complete.csv
riden,ryde,v%pr_pl,The Clerk's Tale 118,data/riverside_cats/ClT_riv.cat,For thogh we slepe or wake or rome or ryde,RIVERSIDE,ClT_gui_complete.csv
abiden,abyde,v%inf,The Clerk's Tale 119,data/riverside_cats/ClT_riv.cat,Ay fleeth the tyme it nyl no man abyde,RIVERSIDE,ClT_gui_complete.csv
shulen,shul,v%pr_pl,The Clerk's Tale 125,data/riverside_cats/ClT_riv.cat,That we shul deye as uncerteyn we alle,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_pl,The Clerk's Tale 129,data/riverside_cats/ClT_riv.cat,And we wol lord if that ye wole assente,RIVERSIDE,ClT_gui_complete.csv
assenten,assente,v%inf,The Clerk's Tale 129,data/riverside_cats/ClT_riv.cat,And we wol lord if that ye wole assente,RIVERSIDE,ClT_gui_complete.csv
connen,kan,v%pr_pl,The Clerk's Tale 133,data/riverside_cats/ClT_riv.cat,Honour to God and yow as we kan deeme,RIVERSIDE,ClT_gui_complete.csv
forbeden,forbede,v%pr_3,The Clerk's Tale 136,data/riverside_cats/ClT_riv.cat,For if it so bifelle as God forbede,RIVERSIDE,ClT_gui_complete.csv
preien,pray,v%pr_pl,The Clerk's Tale 140,data/riverside_cats/ClT_riv.cat,Wherfore we pray you hastily to wyve,RIVERSIDE,ClT_gui_complete.csv
maken,made,v%pt_pl,The Clerk's Tale 142,data/riverside_cats/ClT_riv.cat,Made the markys herte han pitee,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 142,data/riverside_cats/ClT_riv.cat,Made the markys herte han pitee,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_pl,The Clerk's Tale 143,data/riverside_cats/ClT_riv.cat,Ye wol quod he myn owene peple deere,RIVERSIDE,ClT_gui_complete.csv
moten,moot,v%pr_1,The Clerk's Tale 147,data/riverside_cats/ClT_riv.cat,Ther I was free I moot been in servage,RIVERSIDE,ClT_gui_complete.csv
assenten,assente,v%inf,The Clerk's Tale 150,data/riverside_cats/ClT_riv.cat,Wherfore of my free wyl I wole assente,RIVERSIDE,ClT_gui_complete.csv
wedden,wedde,v%inf,The Clerk's Tale 151,data/riverside_cats/ClT_riv.cat,To wedde me as soone as evere I may,RIVERSIDE,ClT_gui_complete.csv
mouen,may,v%pr_1,The Clerk's Tale 151,data/riverside_cats/ClT_riv.cat,To wedde me as soone as evere I may,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 152,data/riverside_cats/ClT_riv.cat,But ther as ye han profred me today,RIVERSIDE,ClT_gui_complete.csv
preien,prey,v%pr_1,The Clerk's Tale 154,data/riverside_cats/ClT_riv.cat,That choys and prey yow of that profre cesse,RIVERSIDE,ClT_gui_complete.csv
listen,leste,v%pr_3,The Clerk's Tale 161,data/riverside_cats/ClT_riv.cat,I hym bitake he may doon as hym leste,RIVERSIDE,ClT_gui_complete.csv
ben,weere,v%pt_3,The Clerk's Tale 168,data/riverside_cats/ClT_riv.cat,As she an emperoures doghter weere,RIVERSIDE,ClT_gui_complete.csv
shulen,shal,v%pr_pl,The Clerk's Tale 169,data/riverside_cats/ClT_riv.cat,And forthermoore this shal ye swere that ye,RIVERSIDE,ClT_gui_complete.csv
shulen,shul,v%pr_pl,The Clerk's Tale 170,data/riverside_cats/ClT_riv.cat,Agayn my choys shul neither grucche ne stryve,RIVERSIDE,ClT_gui_complete.csv
shulen,shal,v%pr_1,The Clerk's Tale 171,data/riverside_cats/ClT_riv.cat,For sith I shal forgoon my libertee,RIVERSIDE,ClT_gui_complete.csv
forgon,forgoon,v%inf,The Clerk's Tale 171,data/riverside_cats/ClT_riv.cat,For sith I shal forgoon my libertee,RIVERSIDE,ClT_gui_complete.csv
preien,prey,v%pr_1,The Clerk's Tale 175,data/riverside_cats/ClT_riv.cat,I prey yow speketh namoore of this matere,RIVERSIDE,ClT_gui_complete.csv
dreden,dredde,v%pt_pl,The Clerk's Tale 181,data/riverside_cats/ClT_riv.cat,For yet alwey the peple somwhat dredde,RIVERSIDE,ClT_gui_complete.csv
wedden,wedde,v%inf,The Clerk's Tale 182,data/riverside_cats/ClT_riv.cat,Lest that the markys no wyf wolde wedde,RIVERSIDE,ClT_gui_complete.csv
wenden,wende,v%pr_pl,The Clerk's Tale 189,data/riverside_cats/ClT_riv.cat,Of hire entente and hoom agayn they wende,RIVERSIDE,ClT_gui_complete.csv
don,doon,v%inf,The Clerk's Tale 231,data/riverside_cats/ClT_riv.cat,That child may doon to fadres reverence,RIVERSIDE,ClT_gui_complete.csv
haven,have,v%pr_3,The Clerk's Tale 242,data/riverside_cats/ClT_riv.cat,For thogh the peple have no greet insight,RIVERSIDE,ClT_gui_complete.csv
wedden,wedde,v%inf,The Clerk's Tale 245,data/riverside_cats/ClT_riv.cat,Wedde hire oonly if evere he wedde sholde,RIVERSIDE,ClT_gui_complete.csv
wondren,wondred,v%pt_pl,The Clerk's Tale 248,data/riverside_cats/ClT_riv.cat,For which merveille wondred many a man,RIVERSIDE,ClT_gui_complete.csv
willen,wole,v%pr_3,The Clerk's Tale 252,data/riverside_cats/ClT_riv.cat,Why wole he thus hymself and us bigile,RIVERSIDE,ClT_gui_complete.csv
don,doon,v%ppl,The Clerk's Tale 253,data/riverside_cats/ClT_riv.cat,But nathelees this markys hath doon make,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%pr_pl,The Clerk's Tale 273,data/riverside_cats/ClT_riv.cat,In this array the righte wey han holde,RIVERSIDE,ClT_gui_complete.csv
holden,holde,v%ppl,The Clerk's Tale 273,data/riverside_cats/ClT_riv.cat,In this array the righte wey han holde,RIVERSIDE,ClT_gui_complete.csv
haven,han,v%inf,The Clerk's Tale 280,data/riverside_cats/ClT_riv.cat,She wolde fayn han seyn som of that sighte,RIVERSIDE,ClT_gui_complete.csv
sen,seyn,v%ppl,The Clerk's Tale 280,data/riverside_cats/ClT_riv.cat,She wolde fayn han seyn som of that sighte,RIVERSIDE,ClT_gui_complete.csv
stonden,stonde,v%inf,The Clerk's Tale 281,data/riverside_cats/ClT_riv.cat,She thoghte I wole with othere maydens stonde,RIVERSIDE,ClT_gui_complete.csv
fonden,fonde,v%inf,The Clerk's Tale 283,data/riverside_cats/ClT_riv.cat,The markysesse and therfore wol I fonde,RIVERSIDE,ClT_gui_complete.csv
biholden,biholde,v%inf,The Clerk's Tale 286,data/riverside_cats/ClT_riv.cat,And thanne I may at leyser hire biholde,RIVERSIDE,ClT_gui_complete.csv
holden,holde,v%pr_3,The Clerk's Tale 287,data/riverside_cats/ClT_riv.cat,If she this wey unto the castel holde,RIVERSIDE,ClT_gui_complete.csv
gon,gon,v%inf,The Clerk's Tale 288,data/riverside_cats/ClT_riv.cat,And as she wolde over hir thresshfold gon,RIVERSIDE,ClT_gui_complete.csv
mouen,may,v%pr_1,The Clerk's Tale 304,data/riverside_cats/ClT_riv.cat,Janicula I neither may ne kan,RIVERSIDE,ClT_gui_complete.csv
connen,kan,v%pr_1,The Clerk's Tale 304,data/riverside_cats/ClT_riv.cat,Janicula I neither may ne kan,RIVERSIDE,ClT_gui_complete.csv
hiden,hyde,v%inf,The Clerk's Tale 305,data/riverside_cats/ClT_riv.cat,Lenger the plesance of myn herte hyde,RIVERSIDE,ClT_gui_complete.csv
vouchen,vouche,v%pr_2,The Clerk's Tale 306,data/riverside_cats/ClT_riv.cat,If that thou vouche sauf what so bityde,RIVERSIDE,ClT_gui_complete.csv
bitiden,bityde,v%pr_3,The Clerk's Tale 306,data/riverside_cats/ClT_riv.cat,If that thou vouche sauf what so bityde,RIVERSIDE,ClT_gui_complete.csv
wenden,wende,v%pr_1,The Clerk's Tale 307,data/riverside_cats/ClT_riv.cat,Thy doghter wol I take er that I wende,RIVERSIDE,ClT_gui_complete.csv
durren,dar,v%pr_1,The Clerk's Tale 311,data/riverside_cats/ClT_riv.cat,And al that liketh me I dar wel seyn,RIVERSIDE,ClT_gui_complete.csv
seien,seyn,v%inf,The Clerk's Tale 311,data/riverside_cats/ClT_riv.cat,And al that liketh me I dar wel seyn,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 321,data/riverside_cats/ClT_riv.cat,I wol no thyng ye be my lord so deere,RIVERSIDE,ClT_gui_complete.csv
ben,be,v%pr_3,The Clerk's Tale 326,data/riverside_cats/ClT_riv.cat,For I wol axe if it hire wille be,RIVERSIDE,ClT_gui_complete.csv
willen,wol,v%pr_1,The Clerk's Tale 329,data/riverside_cats/ClT_riv.cat,I wol noght speke out of thyn audience,RIVERSIDE,ClT_gui_complete.csv
ben,arn,v%pr_pl,The Clerk's Tale 342,data/riverside_cats/ClT_riv.cat,Thise arn the wordes that the markys sayde,RIVERSIDE,ClT_gui_complete.csv
shulen,shal,v%pr_pl,The Clerk's Tale 344,data/riverside_cats/ClT_riv.cat,Grisilde he seyde ye shal wel understonde,RIVERSIDE,ClT_gui_complete.csv
