headword,word,tag,line_number,filename,context,text_type,reason
haven,han,v%inf,The Wife of Bath's Prologue 538,data/riverside_cats/WBPro_riv.cat,I wolde han toold his conseil every deel,RIVERSIDE,Infinitive must end in -en or -e
witen,woot,v%pr_3,The Wife of Bath's Prologue 539,data/riverside_cats/WBPro_riv.cat,And so I dide ful often God it woot,RIVERSIDE,Present 3rd sg must end in -th
wenden,wente,v%pt_1,The Wife of Bath's Prologue 544,data/riverside_cats/WBPro_riv.cat,So often tymes I to my gossyb wente,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
wenden,wente,v%pt_1,The Wife of Bath's Prologue 549,data/riverside_cats/WBPro_riv.cat,And I myself into the feeldes wente,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_1,The Wife of Bath's Prologue 551,data/riverside_cats/WBPro_riv.cat,I hadde the bettre leyser for to pleye,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
walken,walked,v%pt_pl,The Wife of Bath's Prologue 564,data/riverside_cats/WBPro_riv.cat,I seye that in the feeldes walked we,RIVERSIDE,Past plural must end in -en or -e
failen,faille,v%pr_3,The Wife of Bath's Prologue 574,data/riverside_cats/WBPro_riv.cat,And if that faille thanne is al ydo,RIVERSIDE,Present 3rd sg must end in -th
techen,taughte,v%pt_3,The Wife of Bath's Prologue 576,data/riverside_cats/WBPro_riv.cat,My dame taughte me that soutiltee,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Wife of Bath's Prologue 578,data/riverside_cats/WBPro_riv.cat,He wolde han slayn me as I lay upright,RIVERSIDE,Infinitive must end in -en or -e
slen,slayn,v%ppl,The Wife of Bath's Prologue 578,data/riverside_cats/WBPro_riv.cat,He wolde han slayn me as I lay upright,RIVERSIDE,Strong participle must end in -en or -e
shulen,shal,v%pr_pl,The Wife of Bath's Prologue 580,data/riverside_cats/WBPro_riv.cat,But yet I hope that ye shal do me good,RIVERSIDE,Present plural must end in -en or -e
don,do,v%inf,The Wife of Bath's Prologue 580,data/riverside_cats/WBPro_riv.cat,But yet I hope that ye shal do me good,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Wife of Bath's Prologue 585,data/riverside_cats/WBPro_riv.cat,But now sire lat me se what I shal seyn,RIVERSIDE,Infinitive must end in -en or -e
wepen,wepte,v%pt_1,The Wife of Bath's Prologue 592,data/riverside_cats/WBPro_riv.cat,I wepte but smal and that I undertake,RIVERSIDE,Strong pt sg must not end in -en or -e
helpen,help,v%pr_3,The Wife of Bath's Prologue 596,data/riverside_cats/WBPro_riv.cat,As help me God whan that I saugh hym go,RIVERSIDE,Present 3rd sg must end in -th
gon,go,v%inf,The Wife of Bath's Prologue 596,data/riverside_cats/WBPro_riv.cat,As help me God whan that I saugh hym go,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_1,The Wife of Bath's Prologue 604,data/riverside_cats/WBPro_riv.cat,I hadde the prente of seinte Venus seel,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
helpen,help,v%pr_3,The Wife of Bath's Prologue 605,data/riverside_cats/WBPro_riv.cat,As help me God I was a lusty oon,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_1,The Wife of Bath's Prologue 608,data/riverside_cats/WBPro_riv.cat,I hadde the beste quoniam myghte be,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Wife of Bath's Prologue 610,data/riverside_cats/WBPro_riv.cat,In feelynge and myn herte is Marcien,RIVERSIDE,Present 3rd sg must end in -th
ben,be,v%pr_3,The Wife of Bath's Prologue 621,data/riverside_cats/WBPro_riv.cat,For God so wys be my savacioun,RIVERSIDE,Present 3rd sg must end in -th
folwen,folwede,v%pt_1,The Wife of Bath's Prologue 623,data/riverside_cats/WBPro_riv.cat,But evere folwede myn appetit,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
sweren,sworn,v%ppl,The Wife of Bath's Prologue 640,data/riverside_cats/WBPro_riv.cat,From hous to hous although he had it sworn,RIVERSIDE,Strong participle must end in -en or -e
tellen,tolde,v%pt_3,The Wife of Bath's Prologue 647,data/riverside_cats/WBPro_riv.cat,Another Romayn tolde he me by name,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
shulen,shal,v%pr_3,The Wife of Bath's Prologue 653,data/riverside_cats/WBPro_riv.cat,Man shal nat suffre his wyf go roule aboute,RIVERSIDE,Present 3rd sg must end in -th
gon,go,v%inf,The Wife of Bath's Prologue 653,data/riverside_cats/WBPro_riv.cat,Man shal nat suffre his wyf go roule aboute,RIVERSIDE,Infinitive must end in -en or -e
gon,go,v%inf,The Wife of Bath's Prologue 657,data/riverside_cats/WBPro_riv.cat,And suffreth his wyf to go seken halwes,RIVERSIDE,Infinitive must end in -en or -e
ben,is,v%pr_3,The Wife of Bath's Prologue 658,data/riverside_cats/WBPro_riv.cat,Is worthy to been hanged on the galwes,RIVERSIDE,Present 3rd sg must end in -th
don,doo,v%pr_pl,The Wife of Bath's Prologue 663,data/riverside_cats/WBPro_riv.cat,And so doo mo God woot of us than I,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Wife of Bath's Prologue 683,data/riverside_cats/WBPro_riv.cat,Whan he hadde leyser and vacacioun,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
willen,wol,v%pr_3,The Wife of Bath's Prologue 689,data/riverside_cats/WBPro_riv.cat,That any clerk wol speke good of wyves,RIVERSIDE,Present 3rd sg must end in -th
peinten,peyntede,v%pt_3,The Wife of Bath's Prologue 692,data/riverside_cats/WBPro_riv.cat,Who peyntede the leon tel me who,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Wife of Bath's Prologue 694,data/riverside_cats/WBPro_riv.cat,As clerkes han withinne hire oratories,RIVERSIDE,Present plural must end in -en or -e
mouen,may,v%pr_3,The Wife of Bath's Prologue 696,data/riverside_cats/WBPro_riv.cat,Than al the mark of Adam may redresse,RIVERSIDE,Present 3rd sg must end in -th
witen,woot,v%pr_3,The Wife of Bath's Prologue 703,data/riverside_cats/WBPro_riv.cat,And thus God woot Mercurie is desolat,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Prologue 703,data/riverside_cats/WBPro_riv.cat,And thus God woot Mercurie is desolat,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Prologue 705,data/riverside_cats/WBPro_riv.cat,And Venus falleth ther Mercurie is reysed,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Prologue 706,data/riverside_cats/WBPro_riv.cat,Therfore no womman of no clerk is preysed,RIVERSIDE,Present 3rd sg must end in -th
mouen,may,v%pr_3,The Wife of Bath's Prologue 707,data/riverside_cats/WBPro_riv.cat,The clerk whan he is oold and may noght do,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,The Wife of Bath's Prologue 707,data/riverside_cats/WBPro_riv.cat,The clerk whan he is oold and may noght do,RIVERSIDE,Infinitive must end in -en or -e
sitten,sit,v%pr_3,The Wife of Bath's Prologue 709,data/riverside_cats/WBPro_riv.cat,Thanne sit he doun and writ in his dotage,RIVERSIDE,Present 3rd sg must end in -th
connen,kan,v%pr_3,The Wife of Bath's Prologue 710,data/riverside_cats/WBPro_riv.cat,That wommen kan nat kepe hir mariage,RIVERSIDE,Present 3rd sg must end in -th
tellen,tolde,v%pt_1,The Wife of Bath's Prologue 711,data/riverside_cats/WBPro_riv.cat,But now to purpos why I tolde thee,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
mouen,may,v%pr_pl,The Wife of Bath's Prologue 719,data/riverside_cats/WBPro_riv.cat,Lo heere expres of womman may ye fynde,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Wife of Bath's Prologue 728,data/riverside_cats/WBPro_riv.cat,That Socrates hadde with his wyves two,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
casten,caste,v%pt_3,The Wife of Bath's Prologue 729,data/riverside_cats/WBPro_riv.cat,How Xantippa caste pisse upon his heed,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
durren,dorste,v%pt_3,The Wife of Bath's Prologue 731,data/riverside_cats/WBPro_riv.cat,He wiped his heed namoore dorste he seyn,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Wife of Bath's Prologue 731,data/riverside_cats/WBPro_riv.cat,He wiped his heed namoore dorste he seyn,RIVERSIDE,Infinitive must end in -en or -e
stinten,stynte,v%pr_3,The Wife of Bath's Prologue 732,data/riverside_cats/WBPro_riv.cat,But Er that thonder stynte comth a reyn,RIVERSIDE,Present 3rd sg must end in -th
tellen,tolde,v%pt_3,The Wife of Bath's Prologue 740,data/riverside_cats/WBPro_riv.cat,He tolde me eek for what occasioun,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
tellen,tolde,v%pt_3,The Wife of Bath's Prologue 747,data/riverside_cats/WBPro_riv.cat,Of Lyvia tolde he me and of Lucye,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
tellen,tolde,v%pt_3,The Wife of Bath's Prologue 757,data/riverside_cats/WBPro_riv.cat,Thanne tolde he me how oon Latumyus,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
hongen,hanged,v%pt_pl,The Wife of Bath's Prologue 761,data/riverside_cats/WBPro_riv.cat,Hanged hemself for herte despitus,RIVERSIDE,Past plural must end in -en or -e
haven,han,v%pr_pl,The Wife of Bath's Prologue 766,data/riverside_cats/WBPro_riv.cat,That somme han slayn hir housbondes in hir bed,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Wife of Bath's Prologue 769,data/riverside_cats/WBPro_riv.cat,And somme han dryve nayles in hir brayn,RIVERSIDE,Present plural must end in -en or -e
mouen,may,v%pr_3,The Wife of Bath's Prologue 772,data/riverside_cats/WBPro_riv.cat,He spak moore harm than herte may bithynke,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Prologue 775,data/riverside_cats/WBPro_riv.cat,Bet is quod he thyn habitacioun,RIVERSIDE,Present 3rd sg must end in -th
ben,be,v%pr_3,The Wife of Bath's Prologue 776,data/riverside_cats/WBPro_riv.cat,Be with a leon or a foul dragoun,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Prologue 778,data/riverside_cats/WBPro_riv.cat,Bet is quod he hye in the roof abyde,RIVERSIDE,Present 3rd sg must end in -th
ben,be,v%pr_3,The Wife of Bath's Prologue 784,data/riverside_cats/WBPro_riv.cat,A fair womman but she be chaast also,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Prologue 785,data/riverside_cats/WBPro_riv.cat,Is lyk a gold ryng in a sowes nose,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,The Wife of Bath's Prologue 798,data/riverside_cats/WBPro_riv.cat,He was agast and wolde han fled his way,RIVERSIDE,Infinitive must end in -en or -e
slen,slayn,v%ppl,The Wife of Bath's Prologue 800,data/riverside_cats/WBPro_riv.cat,O hastow slayn me false theef I seyde,RIVERSIDE,Strong participle must end in -en or -e
helpen,help,v%pr_3,The Wife of Bath's Prologue 805,data/riverside_cats/WBPro_riv.cat,As help me God I shal thee nevere smyte,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Prologue 806,data/riverside_cats/WBPro_riv.cat,That I have doon it is thyself to wyte,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,The Wife of Bath's Prologue 814,data/riverside_cats/WBPro_riv.cat,To han the governance of hous and lond,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Wife of Bath's Prologue 817,data/riverside_cats/WBPro_riv.cat,And whan that I hadde geten unto me,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
lusten,lust,v%pr_3,The Wife of Bath's Prologue 820,data/riverside_cats/WBPro_riv.cat,Do as thee lust the terme of al thy lyf,RIVERSIDE,Present 3rd sg must end in -th
helpen,helpe,v%pr_3,The Wife of Bath's Prologue 823,data/riverside_cats/WBPro_riv.cat,God helpe me so I was to hym as kynde,RIVERSIDE,Present 3rd sg must end in -th
willen,wol,v%pr_pl,The Wife of Bath's Prologue 828,data/riverside_cats/WBPro_riv.cat,Now wol I seye my tale if ye wol heere,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Wife of Bath's Prologue 829,data/riverside_cats/WBPro_riv.cat,The Frere lough whan he hadde herd al this,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
heren,herde,v%pt_3,The Wife of Bath's Prologue 832,data/riverside_cats/WBPro_riv.cat,And whan the Somonour herde the Frere gale,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
willen,wol,v%pr_pl,The Wife of Bath's Prologue 836,data/riverside_cats/WBPro_riv.cat,Wol falle in every dyssh and eek mateere,RIVERSIDE,Present plural must end in -en or -e
sitten,sit,v%inf,The Wife of Bath's Prologue 838,data/riverside_cats/WBPro_riv.cat,What amble or trotte or pees or go sit doun,RIVERSIDE,Infinitive must end in -en or -e
shulen,shal,v%pr_3,The Wife of Bath's Prologue 843,data/riverside_cats/WBPro_riv.cat,That alle the folk shal laughen in this place,RIVERSIDE,Present 3rd sg must end in -th
crien,cride,v%pt_3,The Wife of Bath's Prologue 850,data/riverside_cats/WBPro_riv.cat,Oure Hooste cride Pees And that anon,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Wife of Bath's Prologue 853,data/riverside_cats/WBPro_riv.cat,Do dame telle forth youre tale and that is best,RIVERSIDE,Present 3rd sg must end in -th
listen,lest,v%pr_3,The Wife of Bath's Prologue 854,data/riverside_cats/WBPro_riv.cat,Al redy sire quod she right as yow lest,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Reeve's Tale 3924,data/riverside_cats/RvT_riv.cat,And this is verray sooth that I yow telle,RIVERSIDE,Present 3rd sg must end in -th
durren,dorste,v%pt_3,The Reeve's Tale 3937,data/riverside_cats/RvT_riv.cat,Ther dorste no wight hand upon hym legge,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Reeve's Tale 3942,data/riverside_cats/RvT_riv.cat,A wyf he hadde ycomen of noble kyn,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
gon,go,v%inf,The Reeve's Tale 3952,data/riverside_cats/RvT_riv.cat,On halydayes biforn hire wolde he go,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Reeve's Tale 3955,data/riverside_cats/RvT_riv.cat,And Symkyn hadde hosen of the same,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
durren,dorste,v%pt_3,The Reeve's Tale 3956,data/riverside_cats/RvT_riv.cat,Ther dorste no wight clepen hire but dame,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
wenden,wente,v%pt_3,The Reeve's Tale 3957,data/riverside_cats/RvT_riv.cat,Was noon so hardy that wente by the weye,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
durren,dorste,v%pt_3,The Reeve's Tale 3958,data/riverside_cats/RvT_riv.cat,That with hire dorste rage or ones pleye,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Reeve's Tale 3968,data/riverside_cats/RvT_riv.cat,That she hadde lerned in the nonnerie,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
moten,moot,v%pr_3,The Reeve's Tale 3983,data/riverside_cats/RvT_riv.cat,For hooly chirches good moot been despended,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Reeve's Tale 3984,data/riverside_cats/RvT_riv.cat,On hooly chirches blood that is descended,RIVERSIDE,Present 3rd sg must end in -th
setten,sette,v%pt_3,The Reeve's Tale 4000,data/riverside_cats/RvT_riv.cat,But therof sette the millere nat a tare,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
gon,goon,v%inf,The Reeve's Tale 4008,data/riverside_cats/RvT_riv.cat,To goon to mille and seen hir corn ygrounde,RIVERSIDE,Infinitive must end in -en or -e
faren,fares,v%pr_pl,The Reeve's Tale 4023,data/riverside_cats/RvT_riv.cat,Hou fares thy faire doghter and thy wyf,RIVERSIDE,Present plural must end in -en or -e
don,do,v%pr_pl,The Reeve's Tale 4025,data/riverside_cats/RvT_riv.cat,And John also how now what do ye heer,RIVERSIDE,Present plural must end in -en or -e
haven,has,v%pr_3,The Reeve's Tale 4026,data/riverside_cats/RvT_riv.cat,Symond quod John by God nede has na peer,RIVERSIDE,Present 3rd sg must end in -th
seien,sayn,v%pr_pl,The Reeve's Tale 4028,data/riverside_cats/RvT_riv.cat,Or elles he is a fool as clerkes sayn,RIVERSIDE,Present plural must end in -en or -e
willen,wil,v%pr_3,The Reeve's Tale 4029,data/riverside_cats/RvT_riv.cat,Oure manciple I hope he wil be deed,RIVERSIDE,Present 3rd sg must end in -th
mouen,may,v%pr_pl,The Reeve's Tale 4033,data/riverside_cats/RvT_riv.cat,I pray yow spede us heythen that ye may,RIVERSIDE,Present plural must end in -en or -e
shulen,shal,v%pr_3,The Reeve's Tale 4034,data/riverside_cats/RvT_riv.cat,It shal be doon quod Symkyn by my fay,RIVERSIDE,Present 3rd sg must end in -th
willen,wol,v%pr_pl,The Reeve's Tale 4035,data/riverside_cats/RvT_riv.cat,What wol ye doon whil that it is in hande,RIVERSIDE,Present plural must end in -en or -e
don,doon,v%inf,The Reeve's Tale 4035,data/riverside_cats/RvT_riv.cat,What wol ye doon whil that it is in hande,RIVERSIDE,Infinitive must end in -en or -e
waggen,wagges,v%pr_3,The Reeve's Tale 4039,data/riverside_cats/RvT_riv.cat,How that the hopur wagges til and fra,RIVERSIDE,Present 3rd sg must end in -th
answeren,answerde,v%pt_3,The Reeve's Tale 4040,data/riverside_cats/RvT_riv.cat,Aleyn answerde John and wiltow swa,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
fallen,falles,v%pr_3,The Reeve's Tale 4042,data/riverside_cats/RvT_riv.cat,And se how that the mele falles doun,RIVERSIDE,Present 3rd sg must end in -th
shulen,sal,v%pr_3,The Reeve's Tale 4043,data/riverside_cats/RvT_riv.cat,Into the trough that sal be my disport,RIVERSIDE,Present 3rd sg must end in -th
ben,ar,v%pr_pl,The Reeve's Tale 4045,data/riverside_cats/RvT_riv.cat,I is as ille a millere as ar ye,RIVERSIDE,Present plural must end in -en or -e
mouen,may,v%pr_3,The Reeve's Tale 4048,data/riverside_cats/RvT_riv.cat,They wene that no man may hem bigyle,RIVERSIDE,Present 3rd sg must end in -th
gon,gon,v%inf,The Reeve's Tale 4064,data/riverside_cats/RvT_riv.cat,And whan the hors was laus he gynneth gon,RIVERSIDE,Infinitive must end in -en or -e
ben,is,v%pr_3,The Reeve's Tale 4070,data/riverside_cats/RvT_riv.cat,And whan the mele is sakked and ybounde,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Reeve's Tale 4073,data/riverside_cats/RvT_riv.cat,Oure hors is lorn Alayn for Goddes banes,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Reeve's Tale 4078,data/riverside_cats/RvT_riv.cat,What whilk way is he geen he gan to crie,RIVERSIDE,Present 3rd sg must end in -th
mouen,may,v%pr_3,The Reeve's Tale 4081,data/riverside_cats/RvT_riv.cat,With wilde mares as faste as he may go,RIVERSIDE,Present 3rd sg must end in -th
gon,go,v%inf,The Reeve's Tale 4081,data/riverside_cats/RvT_riv.cat,With wilde mares as faste as he may go,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Reeve's Tale 4083,data/riverside_cats/RvT_riv.cat,And he that bettre sholde han knyt the reyne,RIVERSIDE,Infinitive must end in -en or -e
shulen,sal,v%pr_3,The Reeve's Tale 4087,data/riverside_cats/RvT_riv.cat,By Goddes herte he sal nat scape us bathe,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Reeve's Tale 4090,data/riverside_cats/RvT_riv.cat,Thise sely clerkes han ful faste yronne,RIVERSIDE,Present plural must end in -en or -e
gon,go,v%inf,The Reeve's Tale 4094,data/riverside_cats/RvT_riv.cat,And bad his wyf go knede it in a cake,RIVERSIDE,Infinitive must end in -en or -e
ben,is,v%pr_3,The Reeve's Tale 4111,data/riverside_cats/RvT_riv.cat,Oure corn is stoln men wil us fooles calle,RIVERSIDE,Present 3rd sg must end in -th
stelen,stoln,v%ppl,The Reeve's Tale 4111,data/riverside_cats/RvT_riv.cat,Oure corn is stoln men wil us fooles calle,RIVERSIDE,Strong participle must end in -en or -e
bisechen,bisoght,v%pt_pl,The Reeve's Tale 4118,data/riverside_cats/RvT_riv.cat,But for the love of God they hym bisoght,RIVERSIDE,Past plural must end in -en or -e
ben,is,v%pr_3,The Reeve's Tale 4121,data/riverside_cats/RvT_riv.cat,Swich as it is yet shal ye have youre part,RIVERSIDE,Present 3rd sg must end in -th
shulen,shal,v%pr_pl,The Reeve's Tale 4121,data/riverside_cats/RvT_riv.cat,Swich as it is yet shal ye have youre part,RIVERSIDE,Present plural must end in -en or -e
ben,is,v%pr_3,The Reeve's Tale 4122,data/riverside_cats/RvT_riv.cat,Myn hous is streit but ye han lerned art,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Reeve's Tale 4122,data/riverside_cats/RvT_riv.cat,Myn hous is streit but ye han lerned art,RIVERSIDE,Present plural must end in -en or -e
mouen,may,v%pr_3,The Reeve's Tale 4125,data/riverside_cats/RvT_riv.cat,Lat se now if this place may suffise,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Reeve's Tale 4126,data/riverside_cats/RvT_riv.cat,Or make it rowm with speche as is youre gise,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Reeve's Tale 4128,data/riverside_cats/RvT_riv.cat,Ay is thou myrie and this is faire answerd,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Reeve's Tale 4128,data/riverside_cats/RvT_riv.cat,Ay is thou myrie and this is faire answerd,RIVERSIDE,Present 3rd sg must end in -th
shulen,sal,v%pr_3,The Reeve's Tale 4129,data/riverside_cats/RvT_riv.cat,I have herd seyd Man sal taa of twa thynges,RIVERSIDE,Present 3rd sg must end in -th
taken,taa,v%inf,The Reeve's Tale 4130,data/riverside_cats/RvT_riv.cat,Slyk as he fyndes or taa slyk as he brynges,RIVERSIDE,Infinitive must end in -en or -e
bringen,brynges,v%pr_3,The Reeve's Tale 4130,data/riverside_cats/RvT_riv.cat,Slyk as he fyndes or taa slyk as he brynges,RIVERSIDE,Present 3rd sg must end in -th
willen,wil,v%pr_pl,The Reeve's Tale 4133,data/riverside_cats/RvT_riv.cat,And we wil payen trewely atte fulle,RIVERSIDE,Present plural must end in -en or -e
mouen,may,v%pr_pl,The Reeve's Tale 4134,data/riverside_cats/RvT_riv.cat,With empty hand men may na haukes tulle,RIVERSIDE,Present plural must end in -en or -e
ben,is,v%pr_3,The Reeve's Tale 4156,data/riverside_cats/RvT_riv.cat,The cradel at hir beddes feet is set,RIVERSIDE,Present 3rd sg must end in -th
wenden,wente,v%pt_3,The Reeve's Tale 4159,data/riverside_cats/RvT_riv.cat,To bedde wente the doghter right anon,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
heren,herde,v%pt_3,The Reeve's Tale 4168,data/riverside_cats/RvT_riv.cat,Aleyn the clerk that herde this melodye,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
fallen,falle,v%pr_3,The Reeve's Tale 4172,data/riverside_cats/RvT_riv.cat,A wilde fyr upon thair bodyes falle,RIVERSIDE,Present 3rd sg must end in -th
tiden,tydes,v%pr_3,The Reeve's Tale 4175,data/riverside_cats/RvT_riv.cat,This lange nyght ther tydes me na reste,RIVERSIDE,Present 3rd sg must end in -th
shulen,sal,v%pr_3,The Reeve's Tale 4176,data/riverside_cats/RvT_riv.cat,But yet na fors al sal be for the beste,RIVERSIDE,Present 3rd sg must end in -th
haven,has,v%pr_3,The Reeve's Tale 4179,data/riverside_cats/RvT_riv.cat,Som esement has lawe yshapen us,RIVERSIDE,Present 3rd sg must end in -th
seien,says,v%pr_3,The Reeve's Tale 4180,data/riverside_cats/RvT_riv.cat,For John ther is a lawe that says thus,RIVERSIDE,Present 3rd sg must end in -th
shulen,sal,v%pr_3,The Reeve's Tale 4182,data/riverside_cats/RvT_riv.cat,That in another he sal be releved,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Reeve's Tale 4183,data/riverside_cats/RvT_riv.cat,Oure corn is stoln sothly it is na nay,RIVERSIDE,Present 3rd sg must end in -th
stelen,stoln,v%ppl,The Reeve's Tale 4183,data/riverside_cats/RvT_riv.cat,Oure corn is stoln sothly it is na nay,RIVERSIDE,Strong participle must end in -en or -e
ben,is,v%pr_3,The Reeve's Tale 4183,data/riverside_cats/RvT_riv.cat,Oure corn is stoln sothly it is na nay,RIVERSIDE,Present 3rd sg must end in -th
shulen,sal,v%pr_3,The Reeve's Tale 4187,data/riverside_cats/RvT_riv.cat,By Goddes sale it sal neen other bee,RIVERSIDE,Present 3rd sg must end in -th
crepen,crepte,v%pt_3,The Reeve's Tale 4193,data/riverside_cats/RvT_riv.cat,And up he rist and by the wenche he crepte,RIVERSIDE,Strong pt sg must not end in -en or -e
slepen,slepte,v%pt_3,The Reeve's Tale 4194,data/riverside_cats/RvT_riv.cat,This wenche lay uprighte and faste slepte,RIVERSIDE,Strong pt sg must not end in -en or -e
seien,seyn,v%inf,The Reeve's Tale 4197,data/riverside_cats/RvT_riv.cat,And shortly for to seyn they were aton,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Reeve's Tale 4202,data/riverside_cats/RvT_riv.cat,Now may I seyn that I is but an ape,RIVERSIDE,Infinitive must end in -en or -e
haven,has,v%pr_3,The Reeve's Tale 4203,data/riverside_cats/RvT_riv.cat,Yet has my felawe somwhat for his harm,RIVERSIDE,Present 3rd sg must end in -th
haven,has,v%pr_3,The Reeve's Tale 4204,data/riverside_cats/RvT_riv.cat,He has the milleris doghter in his arm,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,The Reeve's Tale 4207,data/riverside_cats/RvT_riv.cat,And when this jape is tald another day,RIVERSIDE,Present 3rd sg must end in -th
wenden,wente,v%pt_3,The Reeve's Tale 4211,data/riverside_cats/RvT_riv.cat,And up he roos and softely he wente,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
henten,hente,v%pt_3,The Reeve's Tale 4212,data/riverside_cats/RvT_riv.cat,Unto the cradel and in his hand it hente,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Reeve's Tale 4227,data/riverside_cats/RvT_riv.cat,And lith ful stille and wolde han caught a sleep,RIVERSIDE,Infinitive must end in -en or -e
lepen,leep,v%pt_3,The Reeve's Tale 4228,data/riverside_cats/RvT_riv.cat,Withinne a while this John the clerk up leep,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Reeve's Tale 4230,data/riverside_cats/RvT_riv.cat,So myrie a fit ne hadde she nat ful yoore,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Reeve's Tale 4232,data/riverside_cats/RvT_riv.cat,This joly lyf han thise two clerkes lad,RIVERSIDE,Present plural must end in -en or -e
